county,agencies,year,population,crimesperthousand,index_total,violentperthousand,violent_total,murderperthousand,murder,"rapeperperson * 1000",rape,robberyperthousand,robbery,aggravated_assaultperthousand,aggravated_assault,propertyperthousand,property_total,burglaryperthousand,burglary,larcenyperthousand,larceny,vehicletheftperthousand,motor_vehicle_theft
Wyoming,72,2009,42236,213.1000,56,20.0000,0,0.0000,0,2.6000,0,0.4000,0,17.0000,0,193.1000,56,43.0000,14,145.8000,42,4.3000,0
Yates,45,2009,25303,249.0000,350,7.8000,11,0.7000,1,2.1000,3,0.7000,1,4.3000,6,241.2000,339,55.5000,78,185.0000,260,0.7000,1
Albany,270,2010,304196,1306.1000,5616,139.9000,978,0.4000,3,7.2000,41,43.4000,314,88.9000,620,1166.2000,4638,188.6000,923,935.5000,3489,42.0000,226
Allegany,270,2010,48919,618.9000,60,65.5000,7,0.0000,0,8.1000,2,4.4000,1,53.0000,4,553.4000,53,118.5000,14,424.6000,39,10.3000,0
Bronx,18,2010,1384794,442.0000,34008,156.9000,12070,1.7000,127,2.5000,191,60.4000,4647,92.4000,7105,285.2000,21938,41.9000,3223,215.1000,16552,28.1000,2163
Broome,216,2010,200689,1113.4000,2353,89.5000,268,1.3000,5,8.1000,18,20.8000,70,59.4000,175,1023.9000,2085,174.7000,422,833.4000,1645,15.8000,18
Cattaraugus,198,2010,80343,904.2000,19,81.1000,2,0.4000,0,9.9000,1,6.7000,0,64.1000,1,823.1000,17,193.1000,2,611.2000,15,18.8000,0
Cayuga,144,2010,80003,794.2000,1073,71.1000,96,0.0000,0,5.8000,8,6.3000,12,58.9000,76,723.1000,977,137.2000,173,574.2000,790,11.7000,14
Chautauqua,234,2010,134904,1031.4000,10,83.3000,2,0.5000,0,11.2000,0,17.3000,0,54.2000,2,948.1000,8,221.0000,5,704.5000,3,22.7000,0
Chemung,144,2010,88841,842.9000,0,82.3000,0,1.6000,0,4.5000,0,15.8000,0,60.4000,0,760.6000,0,161.7000,0,579.9000,0,19.0000,0
Chenango,198,2010,50507,700.7000,7,38.5000,0,0.0000,0,11.4000,0,2.9000,0,24.2000,0,662.2000,7,136.1000,1,514.6000,6,11.4000,0
Clinton,126,2010,82131,802.1000,3,38.1000,0,1.3000,0,9.2000,0,4.8000,0,22.8000,0,764.0000,3,141.6000,0,605.8000,3,16.7000,0
Columbia,198,2010,63066,692.4000,76,53.7000,15,0.6000,0,5.7000,0,4.6000,0,42.8000,15,638.8000,61,135.3000,9,490.3000,48,13.1000,4
Cortland,144,2010,49285,778.7000,402,47.5000,45,0.0000,0,7.3000,6,8.0000,10,32.1000,29,731.2000,357,173.1000,112,531.0000,228,27.0000,17
Delaware,198,2010,47960,574.2000,0,46.5000,0,1.5000,0,5.3000,0,2.3000,0,37.5000,0,527.7000,0,159.1000,0,351.3000,0,17.3000,0
Dutchess,324,2010,297448,718.6000,383,87.6000,63,1.5000,1,5.2000,3,25.4000,11,55.6000,48,630.9000,320,120.7000,74,491.7000,231,18.5000,15
Erie,468,2010,919130,1275.6000,39,177.4000,2,2.4000,0,9.2000,0,66.0000,0,99.8000,2,1098.3000,37,255.9000,7,770.5000,30,71.8000,0
Essex,108,2010,39361,478.3000,523,33.8000,37,0.0000,0,8.2000,9,0.0000,0,25.6000,28,444.5000,486,143.6000,157,287.2000,314,13.7000,15
Franklin,126,2010,51606,657.8000,943,39.8000,57,0.0000,0,11.2000,16,0.7000,1,27.9000,40,618.1000,886,171.6000,246,427.6000,613,18.8000,27
Fulton,126,2010,55523,1095.1000,1689,79.8000,123,0.6000,1,11.0000,17,11.0000,17,57.1000,88,1015.4000,1566,232.8000,359,747.6000,1153,35.0000,54
Genesee,108,2010,59944,878.0000,559,64.3000,44,0.0000,0,10.2000,7,12.0000,7,42.0000,30,813.8000,515,139.3000,87,654.0000,419,20.4000,9
Greene,198,2010,49218,611.5000,4,67.3000,0,0.0000,0,5.9000,0,6.6000,0,54.9000,0,544.2000,4,165.3000,0,354.7000,4,24.1000,0
Hamilton,90,2010,4843,386.5000,52,29.7000,4,0.0000,0,7.4000,1,7.4000,1,14.9000,2,356.8000,48,126.4000,17,215.6000,29,14.9000,2
Herkimer,216,2010,64463,767.3000,1374,94.4000,169,0.0000,0,8.9000,16,3.9000,7,81.5000,146,672.9000,1205,149.7000,268,509.9000,913,13.4000,24
Jefferson,288,2010,116232,753.9000,18,68.1000,1,1.9000,0,6.2000,0,8.4000,0,51.7000,1,685.7000,17,122.0000,7,547.0000,10,16.7000,0
Kings,18,2010,2504706,410.9000,57172,118.7000,16514,1.6000,222,2.3000,323,48.0000,6684,66.7000,9285,292.2000,40658,46.1000,6421,222.1000,30900,24.0000,3337
Lewis,90,2010,27074,614.3000,462,33.2000,25,0.0000,0,4.0000,3,2.7000,2,26.6000,20,581.1000,437,247.3000,186,312.5000,235,21.3000,16
Livingston,198,2010,65214,638.7000,34,25.9000,4,1.1000,0,5.5000,0,2.8000,1,16.6000,3,612.8000,30,80.0000,2,528.3000,28,4.4000,0
Madison,180,2010,73452,634.2000,71,26.0000,4,0.5000,0,4.9000,0,3.4000,0,17.2000,4,608.2000,67,106.8000,13,489.6000,52,11.8000,2
Monroe,270,2010,744402,1266.4000,1097,136.5000,46,2.3000,0,7.7000,6,46.4000,13,80.1000,27,1129.9000,1051,253.2000,150,826.9000,877,49.8000,24
Montgomery,144,2010,50256,833.1000,611,51.6000,45,0.7000,1,1.4000,1,8.6000,9,40.8000,34,781.5000,566,143.3000,138,616.8000,416,21.5000,12
Nassau,450,2010,1339866,546.0000,4,63.0000,0,0.8000,0,2.2000,0,28.9000,0,31.1000,0,483.0000,4,71.3000,0,380.7000,4,31.0000,0
"New York",18,2010,1586184,582.1000,51297,100.2000,8829,0.8000,70,3.2000,282,43.0000,3787,53.2000,4690,481.9000,42468,33.7000,2967,437.1000,38514,11.2000,987
Niagara,198,2010,216487,1198.8000,7209,138.9000,835,0.8000,5,9.0000,54,41.2000,248,87.8000,528,1059.9000,6374,284.0000,1708,735.2000,4421,40.7000,245
Oneida,324,2010,234885,956.1000,7,90.0000,0,1.1000,0,7.1000,0,26.8000,0,55.0000,0,866.1000,7,185.1000,2,655.5000,5,25.4000,0
Onondaga,396,2010,467069,1002.4000,0,123.9000,0,1.3000,0,8.1000,0,35.7000,0,78.8000,0,878.4000,0,234.2000,0,602.6000,0,41.7000,0
Ontario,180,2010,108085,664.5000,385,42.6000,20,0.3000,0,9.3000,3,8.0000,3,25.0000,14,621.8000,365,111.9000,57,497.9000,300,12.0000,8
Orange,648,2010,372827,876.8000,139,96.2000,16,1.6000,0,4.9000,2,32.6000,0,57.0000,14,780.6000,123,118.8000,21,638.7000,93,23.1000,9
Orleans,126,2010,42876,892.5000,280,66.3000,16,0.0000,0,5.0000,2,8.4000,6,52.9000,8,826.2000,264,190.6000,49,594.5000,207,41.1000,8
Oswego,180,2010,122104,969.4000,35,55.7000,0,0.9000,0,8.3000,0,9.4000,0,37.1000,0,913.7000,35,226.4000,2,656.6000,31,30.7000,2
Otsego,126,2010,62272,661.9000,29,72.8000,1,0.0000,0,7.5000,0,5.8000,0,59.5000,1,589.1000,28,155.5000,4,418.0000,24,15.6000,0
Putnam,162,2010,99648,337.4000,7,24.9000,0,0.7000,0,2.2000,0,3.6000,0,18.4000,0,312.5000,7,68.3000,1,235.5000,5,8.7000,1
Queens,18,2010,2230545,313.2000,38808,78.5000,9725,0.8000,100,1.6000,196,32.8000,4066,43.3000,5363,234.7000,29083,38.0000,4704,168.6000,20895,28.1000,3484
Rensselaer,216,2010,159443,1095.7000,4853,123.3000,546,0.5000,2,8.6000,38,36.6000,162,77.7000,344,972.5000,4307,217.4000,963,702.9000,3113,52.2000,231
Richmond,18,2010,468730,261.9000,6819,51.9000,1351,0.7000,17,1.7000,44,16.3000,424,33.3000,866,210.0000,5468,23.5000,611,173.2000,4509,13.4000,348
Rockland,252,2010,311690,550.5000,1792,53.1000,92,0.2000,0,2.3000,4,16.9000,36,33.7000,52,497.3000,1700,66.2000,156,417.0000,1512,14.2000,32
Saratoga,198,2010,219591,530.5000,152,24.8000,8,0.0000,0,3.6000,0,4.3000,2,16.9000,6,505.8000,144,90.0000,39,402.8000,103,13.0000,2
Schenectady,162,2010,154751,1400.7000,6021,174.0000,748,1.9000,8,13.3000,57,64.9000,279,94.0000,404,1226.7000,5273,265.2000,1140,910.3000,3913,51.2000,220
Schoharie,144,2010,32739,513.5000,166,18.7000,4,0.0000,0,2.2000,1,3.3000,2,13.2000,1,494.8000,162,107.8000,19,377.2000,140,9.9000,3
Schuyler,90,2010,18350,388.4000,198,21.6000,11,0.0000,0,2.0000,1,3.9000,2,15.7000,8,366.9000,187,62.8000,32,290.4000,148,13.7000,7
Seneca,144,2010,35244,674.2000,660,53.1000,52,0.0000,0,14.3000,14,4.1000,4,34.7000,34,621.0000,608,123.6000,121,488.3000,478,9.2000,9
Steuben,252,2010,98986,668.1000,61,59.6000,4,0.7000,0,6.5000,1,4.7000,0,47.6000,3,608.4000,57,134.6000,16,457.9000,41,16.0000,0
Suffolk,468,2010,1493200,786.9000,163,57.3000,10,1.3000,0,1.6000,0,21.1000,4,33.3000,6,729.6000,153,116.3000,16,574.8000,130,38.5000,7
Sullivan,162,2010,77520,793.2000,1708,101.7000,219,1.4000,3,11.1000,24,15.8000,34,73.4000,158,691.5000,1489,201.5000,434,466.3000,1004,23.7000,51
Tioga,108,2010,51048,423.1000,600,25.4000,36,0.0000,0,2.8000,4,4.2000,6,18.3000,26,397.7000,564,95.2000,135,294.8000,418,7.8000,11
Tompkins,216,2010,101594,887.7000,50,42.5000,1,0.7000,0,5.7000,0,9.9000,1,26.2000,0,845.1000,49,110.9000,3,718.6000,46,15.6000,0
Ulster,360,2010,182512,757.2000,5,80.5000,0,0.4000,0,6.1000,0,12.4000,0,61.5000,0,676.8000,5,139.5000,0,516.0000,5,21.3000,0
Warren,90,2010,65698,710.7000,26,54.2000,3,0.0000,0,9.3000,0,4.9000,0,40.0000,3,656.5000,23,105.2000,10,543.0000,13,8.2000,0
Washington,180,2010,63238,503.2000,37,52.9000,2,0.0000,0,9.7000,1,3.4000,0,39.8000,1,450.3000,35,128.1000,8,305.7000,25,16.5000,2
Wayne,216,2010,93751,755.3000,36,64.9000,4,0.0000,0,8.1000,0,5.8000,1,51.1000,3,690.4000,32,185.5000,8,487.3000,24,17.7000,0
Westchester,864,2010,949201,583.8000,25,93.2000,1,0.8000,0,2.8000,0,41.5000,0,48.1000,1,490.6000,24,75.2000,6,389.7000,17,25.6000,1
Wyoming,144,2010,42162,406.4000,46,28.2000,1,0.0000,0,3.4000,0,0.0000,0,24.8000,1,378.3000,45,80.3000,4,289.5000,40,8.5000,1
Yates,90,2010,25363,672.8000,474,25.5000,18,0.0000,0,7.1000,5,2.8000,2,15.6000,11,647.2000,456,181.7000,128,455.6000,321,9.9000,7
Albany,135,2011,304836,633.3000,5539,68.7000,933,0.4000,4,2.7000,29,23.3000,320,42.2000,580,564.6000,4606,92.8000,890,457.0000,3547,14.9000,169
Allegany,135,2011,48803,330.1000,47,23.6000,4,0.0000,0,4.8000,0,1.5000,2,17.3000,2,306.5000,43,70.1000,7,229.0000,34,7.4000,2
Bronx,9,2011,1400899,225.7000,35130,78.8000,12267,1.0000,148,1.3000,204,29.4000,4580,47.1000,7335,146.9000,22863,21.8000,3395,111.5000,17358,13.6000,2110
Broome,108,2011,199449,599.5000,2570,47.0000,272,0.3000,0,5.1000,17,11.4000,80,30.3000,175,552.5000,2298,96.2000,413,445.8000,1823,10.5000,62
Cattaraugus,99,2011,79829,434.1000,33,36.5000,7,0.2000,0,3.6000,0,3.8000,0,28.9000,7,397.5000,26,81.2000,5,308.5000,21,7.9000,0
Cayuga,72,2011,79689,387.8000,1047,41.1000,130,0.7000,2,7.0000,21,3.8000,17,29.6000,90,346.7000,917,69.1000,177,269.9000,722,7.7000,18
Chautauqua,117,2011,134220,494.5000,7,40.6000,1,0.1000,0,4.6000,0,8.9000,0,27.1000,1,453.8000,6,115.6000,3,326.6000,3,11.7000,0
Chemung,72,2011,88983,460.8000,0,35.8000,0,0.2000,0,2.6000,0,5.7000,0,27.3000,0,425.0000,0,82.3000,0,334.4000,0,8.3000,0
Chenango,99,2011,50184,384.5000,15,20.4000,0,0.0000,0,6.1000,0,1.1000,0,13.3000,0,364.1000,15,81.8000,3,275.8000,11,6.5000,1
Clinton,63,2011,81731,372.2000,1,16.3000,0,0.2000,0,3.5000,0,1.3000,0,11.2000,0,355.9000,1,67.4000,0,282.8000,1,5.7000,0
Columbia,99,2011,62538,355.2000,89,27.6000,13,0.3000,0,1.4000,0,3.7000,0,22.2000,13,327.5000,76,72.5000,14,250.4000,61,4.6000,1
Cortland,72,2011,49373,402.5000,430,27.0000,48,0.0000,0,6.9000,10,2.9000,5,17.1000,33,375.5000,382,78.0000,96,291.3000,277,6.2000,9
Delaware,99,2011,47581,307.6000,0,28.8000,0,0.4000,0,6.1000,0,3.0000,0,19.3000,0,278.8000,0,79.1000,0,191.8000,0,7.9000,0
Dutchess,162,2011,298361,342.5000,381,37.7000,67,0.4000,0,2.5000,0,9.0000,17,25.7000,50,304.8000,314,57.7000,64,238.0000,239,9.0000,11
Erie,234,2011,920312,614.4000,26,82.2000,3,0.8000,0,3.8000,0,33.5000,1,44.0000,2,532.2000,23,126.7000,4,375.4000,19,30.1000,0
Essex,54,2011,39269,282.8000,617,21.5000,47,0.0000,0,7.3000,16,0.0000,0,14.2000,31,261.3000,570,83.9000,183,169.6000,370,7.8000,17
Franklin,63,2011,51554,339.7000,0,21.3000,0,0.3000,0,3.5000,0,0.7000,0,16.8000,0,318.4000,0,77.2000,0,231.1000,0,10.1000,0
Fulton,63,2011,55122,524.1000,1605,19.9000,61,0.0000,0,4.2000,13,2.6000,8,13.1000,40,504.2000,1544,106.5000,326,384.7000,1178,13.1000,40
Genesee,54,2011,59903,432.4000,556,33.7000,49,0.0000,0,5.4000,10,3.6000,7,24.6000,32,398.7000,507,78.1000,95,308.9000,399,11.7000,13
Greene,99,2011,48857,305.8000,1,38.7000,1,0.0000,0,2.9000,0,2.6000,0,33.2000,1,267.1000,0,75.9000,0,180.5000,0,10.7000,0
Hamilton,45,2011,4828,216.2000,58,3.7000,1,0.0000,0,3.7000,1,0.0000,0,0.0000,0,212.5000,57,93.2000,25,108.1000,29,11.2000,3
Herkimer,108,2011,64383,380.8000,1362,39.4000,141,0.3000,1,3.1000,11,3.9000,14,32.2000,115,341.4000,1221,86.4000,309,248.8000,890,6.2000,22
Jefferson,144,2011,117806,379.1000,30,27.8000,0,0.3000,0,2.8000,0,3.7000,0,21.1000,0,351.3000,30,56.4000,8,281.9000,22,13.0000,0
Kings,9,2011,2546662,208.6000,59014,64.3000,18182,0.7000,198,1.2000,347,25.1000,7090,37.3000,10547,144.3000,40832,21.7000,6144,112.2000,31752,10.4000,2936
Lewis,45,2011,27008,279.3000,419,22.0000,33,0.7000,1,2.7000,4,2.0000,3,16.7000,25,257.3000,386,82.0000,123,155.3000,233,20.0000,30
Livingston,99,2011,64863,298.0000,31,12.2000,1,0.3000,0,2.8000,0,0.3000,0,8.9000,1,285.8000,30,42.5000,5,238.4000,23,5.0000,2
Madison,90,2011,72890,316.6000,47,13.1000,1,0.0000,0,3.2000,0,1.2000,0,8.6000,1,303.5000,46,63.0000,11,234.1000,34,6.4000,1
Monroe,135,2011,747461,618.1000,989,64.1000,41,1.0000,0,3.7000,8,23.3000,16,36.2000,17,554.0000,948,121.2000,150,407.5000,770,25.3000,28
Montgomery,72,2011,49906,391.0000,563,21.3000,28,0.0000,0,1.4000,0,6.5000,13,13.3000,15,369.7000,535,73.6000,151,288.2000,374,7.9000,10
Nassau,225,2011,1347483,258.8000,2,29.7000,0,0.3000,0,0.8000,0,14.3000,0,14.2000,0,229.1000,2,37.2000,1,177.9000,1,14.0000,0
"New York",9,2011,1611550,284.0000,50858,50.4000,9021,0.4000,71,1.6000,288,20.4000,3648,28.0000,5014,233.6000,41837,17.2000,3082,211.4000,37856,5.0000,899
Niagara,99,2011,215747,603.5000,7234,67.7000,811,0.4000,5,5.3000,64,19.3000,231,42.6000,511,535.9000,6423,134.0000,1606,377.4000,4523,24.5000,294
Oneida,162,2011,234341,456.1000,16,42.2000,1,0.5000,0,2.8000,0,10.0000,1,29.0000,0,413.9000,15,94.7000,3,307.6000,12,11.6000,0
Onondaga,198,2011,467905,494.8000,0,63.7000,0,0.5000,0,4.3000,0,17.8000,0,41.0000,0,431.1000,0,101.2000,0,310.6000,0,19.2000,0
Ontario,90,2011,108598,348.6000,344,24.9000,32,0.0000,0,4.0000,4,6.1000,3,14.8000,25,323.7000,312,68.0000,51,249.0000,249,6.8000,12
Orange,324,2011,374341,433.1000,111,48.9000,7,0.4000,0,2.8000,0,18.9000,0,26.7000,7,384.3000,104,67.8000,25,305.1000,74,11.4000,5
Orleans,63,2011,42639,423.4000,290,34.2000,31,0.8000,1,3.4000,2,5.5000,6,24.5000,22,389.2000,259,95.8000,50,281.6000,200,11.8000,9
Oswego,90,2011,121975,474.7000,38,26.7000,0,0.3000,0,4.1000,0,3.2000,0,19.0000,0,448.0000,38,96.4000,5,336.6000,32,15.1000,1
Otsego,63,2011,61972,332.9000,31,34.6000,0,0.3000,0,1.7000,0,3.5000,0,29.0000,0,298.3000,31,73.2000,2,218.1000,29,7.0000,0
Putnam,81,2011,99859,155.0000,9,11.9000,0,0.2000,0,0.5000,0,1.4000,0,9.7000,0,143.1000,9,32.1000,1,107.8000,8,3.2000,0
Queens,9,2011,2262013,158.6000,39863,41.0000,10311,0.3000,82,0.9000,221,16.1000,4057,23.7000,5951,117.6000,29552,19.2000,4815,85.9000,21588,12.5000,3149
Rensselaer,108,2011,159645,528.5000,4687,54.7000,485,0.1000,1,4.7000,42,14.4000,128,35.4000,314,473.8000,4202,130.0000,1153,327.0000,2900,16.8000,149
Richmond,9,2011,471564,129.8000,6801,27.3000,1428,0.3000,16,0.6000,32,7.6000,398,18.7000,982,102.5000,5373,13.8000,723,82.3000,4310,6.5000,340
Rockland,126,2011,315904,260.2000,1617,31.6000,100,0.2000,0,1.8000,5,9.5000,31,20.1000,64,228.7000,1517,29.5000,111,193.2000,1376,6.0000,30
Saratoga,99,2011,221151,250.3000,170,10.7000,18,0.2000,0,1.5000,2,1.6000,1,7.5000,15,239.5000,152,40.9000,31,194.0000,116,4.7000,5
Schenectady,81,2011,154940,642.3000,5529,79.8000,687,0.5000,4,5.0000,43,25.4000,219,48.9000,421,562.5000,4842,133.0000,1145,404.4000,3481,25.1000,216
Schoharie,72,2011,32634,238.8000,111,8.3000,2,0.0000,0,1.7000,1,0.6000,0,6.1000,1,230.6000,109,67.3000,16,156.1000,92,7.2000,1
Schuyler,45,2011,18399,168.3000,172,17.6000,18,0.0000,0,4.9000,5,0.0000,0,12.7000,13,150.7000,154,31.3000,32,112.5000,115,6.8000,7
Seneca,72,2011,35318,347.1000,681,32.1000,63,0.5000,1,3.6000,7,2.0000,4,26.0000,51,315.0000,618,57.1000,112,248.7000,488,9.2000,18
Steuben,126,2011,99156,306.2000,46,25.1000,1,0.4000,0,4.9000,0,3.1000,0,16.7000,1,281.2000,45,57.0000,13,217.3000,31,6.9000,1
Suffolk,234,2011,1500074,376.9000,177,26.6000,8,0.4000,0,0.8000,0,9.8000,6,15.6000,2,350.3000,169,61.3000,19,273.7000,145,15.3000,5
Sullivan,81,2011,77109,452.9000,1940,46.9000,201,0.5000,2,4.7000,20,6.1000,26,35.7000,153,405.9000,1739,128.2000,549,267.5000,1146,10.3000,44
Tioga,54,2011,50872,209.1000,591,12.0000,34,0.0000,0,1.8000,5,1.1000,3,9.2000,26,197.1000,557,52.7000,149,138.0000,390,6.4000,18
Tompkins,108,2011,101987,421.6000,37,15.9000,1,0.2000,0,1.8000,0,3.9000,0,10.1000,1,405.8000,36,57.7000,2,341.2000,34,6.9000,0
Ulster,180,2011,182516,372.0000,6,33.0000,0,0.2000,0,4.2000,0,6.4000,0,22.2000,0,339.0000,6,74.2000,0,256.1000,6,8.7000,0
Warren,45,2011,65735,409.1000,15,29.3000,0,0.8000,0,5.2000,0,3.3000,0,20.0000,0,379.8000,15,61.9000,1,310.8000,14,7.1000,0
Washington,90,2011,63068,247.2000,40,27.4000,1,0.9000,0,4.3000,0,1.7000,0,20.5000,1,219.8000,39,53.1000,7,161.8000,32,4.9000,0
Wayne,108,2011,93263,329.8000,42,27.2000,2,0.0000,0,5.8000,0,4.6000,1,16.8000,1,302.6000,40,79.9000,9,214.2000,31,8.5000,0
Westchester,432,2011,957693,306.0000,40,48.1000,1,0.4000,0,1.3000,0,19.4000,0,26.9000,1,258.0000,39,39.9000,6,203.4000,33,14.6000,0
Wyoming,72,2011,41854,227.1000,46,15.9000,0,0.0000,0,2.2000,0,0.9000,0,12.9000,0,211.2000,46,41.3000,1,163.9000,45,6.0000,0
Yates,45,2011,25451,290.0000,410,9.2000,13,0.0000,0,0.0000,0,0.0000,0,9.2000,13,280.8000,397,77.1000,109,201.6000,285,2.1000,3
Albany,135,2012,306206,586.4000,5126,59.5000,799,0.4000,5,3.9000,41,18.4000,245,36.8000,508,526.9000,4327,88.3000,888,423.2000,3288,15.3000,151
Allegany,135,2012,48226,319.5000,49,24.3000,4,0.7000,0,3.4000,1,0.7000,0,19.4000,3,295.2000,45,78.8000,9,209.4000,35,7.1000,1
Bronx,9,2012,1417864,228.3000,35962,81.3000,12801,0.7000,114,1.4000,220,30.0000,4731,49.1000,7736,147.0000,23161,19.4000,3058,117.1000,18454,10.5000,1649
Broome,108,2012,198783,624.5000,2646,54.7000,312,0.6000,3,5.3000,15,12.0000,78,36.7000,216,569.8000,2334,113.5000,553,443.6000,1729,12.8000,52
Cattaraugus,99,2012,79375,472.8000,37,33.8000,5,0.2000,0,4.5000,0,3.9000,1,25.2000,4,439.0000,32,98.0000,5,332.9000,27,8.2000,0
Cayuga,72,2012,79516,409.3000,1073,31.9000,89,0.2000,0,2.9000,3,4.8000,18,24.0000,68,377.4000,984,69.0000,155,297.9000,797,10.4000,32
Chautauqua,117,2012,133333,519.3000,7,41.6000,0,0.3000,0,4.1000,0,8.1000,0,29.2000,0,477.8000,7,110.4000,3,355.6000,4,11.7000,0
Chemung,72,2012,89197,491.2000,0,44.8000,0,0.8000,0,0.4000,0,9.3000,0,34.3000,0,446.4000,0,80.3000,0,356.8000,0,9.3000,0
Chenango,99,2012,49888,369.1000,3,20.9000,0,0.0000,0,6.1000,0,3.6000,0,11.2000,0,348.2000,3,66.0000,1,273.1000,2,9.0000,0
Clinton,63,2012,81744,371.0000,1,19.8000,0,0.0000,0,3.3000,0,1.5000,0,15.0000,0,351.2000,1,60.3000,0,282.5000,1,8.4000,0
Columbia,99,2012,62473,410.6000,101,28.8000,11,0.0000,0,4.6000,1,4.3000,0,19.9000,10,381.8000,90,75.5000,17,302.8000,72,3.5000,1
Cortland,72,2012,49024,405.7000,415,23.5000,35,0.4000,0,4.0000,7,7.0000,13,12.1000,15,382.2000,380,91.4000,120,283.5000,251,7.3000,9
Delaware,99,2012,47219,290.9000,0,24.0000,0,0.4000,0,4.2000,0,2.7000,0,16.8000,0,266.8000,0,65.9000,0,193.3000,0,7.6000,0
Dutchess,162,2012,297423,357.1000,408,41.0000,66,0.3000,0,1.8000,1,9.9000,17,29.1000,48,316.0000,342,54.3000,80,252.2000,247,9.4000,15
Erie,234,2012,920935,615.1000,28,82.6000,3,1.0000,0,4.1000,0,31.4000,1,46.2000,2,532.4000,25,117.8000,4,385.7000,20,28.9000,1
Essex,54,2012,38884,239.3000,517,19.9000,43,0.5000,1,3.2000,7,1.4000,3,14.8000,32,219.4000,474,60.2000,130,153.2000,331,6.0000,13
Franklin,63,2012,51811,362.0000,1042,19.8000,57,0.3000,1,5.2000,15,2.1000,6,12.2000,35,342.2000,985,74.0000,213,259.2000,746,9.0000,26
Fulton,63,2012,54869,511.4000,1559,17.1000,52,0.0000,0,1.6000,5,3.9000,12,11.5000,35,494.4000,1507,98.7000,301,381.2000,1162,14.4000,44
Genesee,54,2012,59716,438.0000,610,27.7000,46,0.0000,0,3.6000,5,2.4000,3,21.7000,38,410.2000,564,80.2000,104,319.8000,456,10.2000,4
Greene,99,2012,48601,267.0000,0,32.6000,0,0.0000,0,2.6000,0,2.2000,0,27.8000,0,234.4000,0,71.9000,0,155.2000,0,7.4000,0
Hamilton,45,2012,4804,303.5000,81,3.7000,1,0.0000,0,0.0000,0,0.0000,0,3.7000,1,299.8000,80,119.9000,32,164.9000,44,15.0000,4
Herkimer,108,2012,64232,366.8000,1309,34.7000,124,0.6000,2,2.5000,9,0.8000,3,30.8000,110,332.1000,1185,75.9000,271,247.7000,884,8.4000,30
Jefferson,144,2012,121449,432.3000,9,31.6000,1,0.1000,0,2.2000,0,3.7000,1,25.5000,0,400.8000,8,68.2000,2,309.8000,6,22.8000,0
Kings,9,2012,2579267,211.8000,60690,65.2000,18673,0.5000,149,1.2000,358,25.5000,7295,37.9000,10871,146.6000,42017,23.0000,6585,114.3000,32752,9.4000,2680
Lewis,45,2012,27184,278.1000,420,12.6000,19,0.0000,0,0.0000,0,1.3000,2,11.3000,17,265.5000,401,83.4000,126,174.8000,264,7.3000,11
Livingston,99,2012,64835,331.8000,51,15.0000,3,0.0000,0,3.9000,1,0.3000,0,10.8000,2,316.8000,48,47.8000,4,264.3000,44,4.7000,0
Madison,90,2012,72429,332.0000,70,14.7000,2,0.0000,0,3.0000,1,1.2000,0,10.4000,1,317.4000,68,67.3000,12,242.1000,52,8.0000,4
Monroe,135,2012,748524,611.0000,962,64.3000,28,1.0000,1,4.2000,6,24.3000,10,34.8000,11,546.8000,934,119.4000,173,403.9000,735,23.5000,26
Montgomery,72,2012,49828,428.4000,450,21.0000,18,1.4000,2,3.3000,2,4.3000,7,11.9000,7,407.5000,432,82.4000,124,316.8000,296,8.3000,12
Nassau,225,2012,1352131,260.6000,4,32.7000,1,0.4000,0,0.9000,0,14.6000,0,16.8000,1,227.9000,3,36.5000,0,178.0000,3,13.3000,0
"New York",9,2012,1630367,285.7000,51756,50.2000,9102,0.3000,63,1.6000,295,19.8000,3581,28.5000,5163,235.5000,42654,17.0000,3085,213.8000,38735,4.6000,834
Niagara,99,2012,214782,582.8000,6954,68.6000,819,0.3000,4,4.0000,48,17.3000,207,46.9000,560,514.1000,6135,120.4000,1437,374.8000,4472,18.9000,226
Oneida,162,2012,233975,491.5000,9,45.8000,0,0.2000,0,3.4000,0,12.6000,0,29.6000,0,445.7000,9,93.2000,0,337.5000,9,15.0000,0
Onondaga,198,2012,467646,525.2000,0,67.4000,0,0.6000,0,4.2000,0,20.7000,0,42.0000,0,457.8000,0,114.0000,0,321.4000,0,22.4000,0
Ontario,90,2012,108631,360.4000,338,24.9000,36,0.3000,0,6.0000,5,3.6000,2,14.9000,29,335.5000,302,71.6000,49,257.2000,244,6.8000,9
Orange,324,2012,374183,456.9000,126,51.8000,5,0.4000,0,3.2000,1,17.9000,1,30.2000,3,405.1000,121,65.1000,32,328.6000,83,11.5000,6
Orleans,63,2012,42392,390.6000,295,25.9000,14,0.0000,0,2.1000,1,3.8000,3,20.0000,10,364.7000,281,81.9000,56,271.3000,215,11.5000,10
Oswego,90,2012,121473,493.1000,73,30.5000,2,0.0000,0,5.2000,0,4.0000,1,21.3000,1,462.6000,71,117.2000,10,330.4000,60,15.0000,1
Otsego,63,2012,61761,286.5000,35,22.7000,3,0.0000,0,4.1000,0,3.8000,1,14.9000,2,263.8000,32,54.2000,4,202.3000,28,7.3000,0
Putnam,81,2012,99723,157.9000,11,7.4000,0,0.0000,0,1.3000,0,1.4000,0,4.7000,0,150.5000,11,33.9000,2,110.6000,9,6.0000,0
