county,agencies,year,population,crimesperthousand,index_total,violentperthousand,violent_total,murderperthousand,murder,"rapeperperson * 1000",rape,robberyperthousand,robbery,aggravated_assaultperthousand,aggravated_assault,propertyperthousand,property_total,burglaryperthousand,burglary,larcenyperthousand,larceny,vehicletheftperthousand,motor_vehicle_theft
Queens,9,2012,2284413,158.4000,40199,42.4000,10753,0.3000,83,1.0000,254,16.3000,4149,24.7000,6267,116.0000,29446,20.4000,5181,84.9000,21550,10.7000,2715
Rensselaer,108,2012,159564,524.2000,4647,50.4000,447,1.0000,9,3.4000,30,14.7000,130,31.4000,278,473.8000,4200,110.6000,980,347.8000,3083,15.5000,137
Richmond,9,2012,471593,136.4000,7146,31.8000,1664,0.2000,10,0.7000,35,8.5000,445,22.4000,1174,104.6000,5482,13.9000,726,84.8000,4444,6.0000,312
Rockland,126,2012,318065,244.8000,1591,28.4000,76,0.1000,0,1.6000,4,8.3000,27,18.3000,45,216.4000,1515,30.6000,107,178.6000,1381,7.2000,27
Saratoga,99,2012,222586,262.1000,106,12.4000,20,0.2000,0,1.5000,1,1.5000,2,9.2000,17,249.7000,86,43.8000,13,201.3000,71,4.6000,2
Schenectady,81,2012,155168,648.6000,5591,80.2000,691,0.8000,7,4.3000,37,26.2000,226,48.8000,421,568.4000,4900,123.0000,1060,422.9000,3646,22.5000,194
Schoharie,72,2012,32062,277.3000,172,10.7000,5,0.0000,0,3.4000,1,0.6000,1,6.7000,3,266.7000,167,73.0000,22,187.0000,142,6.7000,3
Schuyler,45,2012,18483,180.2000,185,20.5000,21,1.0000,1,3.9000,4,1.0000,1,14.6000,15,159.7000,164,39.0000,40,112.0000,115,8.8000,9
Seneca,72,2012,35347,434.4000,853,30.0000,59,0.0000,0,2.5000,5,1.5000,3,26.0000,51,404.3000,794,60.6000,119,338.6000,665,5.1000,10
Steuben,126,2012,98948,334.2000,43,28.4000,0,0.0000,0,7.3000,0,2.7000,0,18.4000,0,305.8000,43,63.3000,8,232.7000,34,9.8000,1
Suffolk,234,2012,1499272,346.8000,210,25.5000,10,0.3000,0,0.6000,0,9.1000,7,15.6000,3,321.2000,200,52.3000,22,254.7000,170,14.2000,8
Sullivan,81,2012,77015,451.3000,1931,42.3000,181,0.2000,1,7.9000,34,6.8000,29,27.3000,117,409.0000,1750,133.0000,569,266.4000,1140,9.6000,41
Tioga,54,2012,50281,238.8000,667,12.5000,35,0.0000,0,0.0000,0,2.5000,7,10.0000,28,226.2000,632,54.1000,151,166.8000,466,5.4000,15
Tompkins,108,2012,103067,479.6000,0,20.3000,0,0.0000,0,2.8000,0,6.6000,0,10.8000,0,459.3000,0,70.7000,0,379.3000,0,9.3000,0
Ulster,180,2012,181689,390.6000,6,27.6000,0,0.1000,0,3.1000,0,3.8000,0,20.7000,0,363.0000,6,72.5000,0,282.6000,6,7.8000,0
Warren,45,2012,65425,393.4000,10,34.4000,2,0.8000,0,5.0000,0,2.5000,0,26.1000,2,359.0000,8,47.6000,2,304.3000,6,7.2000,0
Washington,90,2012,62980,276.9000,40,22.0000,1,2.0000,0,3.1000,0,2.0000,0,14.9000,1,254.9000,39,67.4000,15,178.3000,23,9.1000,1
Wayne,108,2012,93062,356.7000,56,25.5000,7,0.2000,0,4.1000,0,3.7000,1,17.6000,6,331.1000,49,88.6000,9,234.8000,40,7.7000,0
Westchester,432,2012,962190,281.4000,45,45.8000,2,0.4000,0,1.3000,0,17.3000,1,26.8000,1,235.6000,43,35.3000,8,188.4000,34,11.9000,1
Wyoming,72,2012,41714,238.2000,33,22.0000,1,0.0000,0,2.2000,0,2.6000,0,17.3000,1,216.2000,32,32.8000,6,176.1000,25,7.3000,1
Yates,45,2012,25338,304.0000,428,14.2000,20,0.0000,0,4.3000,6,0.0000,0,9.9000,14,289.8000,408,78.9000,111,208.1000,293,2.8000,4
Albany,135,2013,307414,553.7000,4881,58.9000,796,0.5000,8,2.8000,32,17.2000,228,38.5000,528,494.8000,4085,70.4000,702,409.8000,3243,14.6000,140
Allegany,135,2013,47932,298.9000,51,20.3000,5,0.0000,0,3.4000,0,1.5000,3,15.4000,2,278.6000,46,72.9000,10,200.5000,36,5.3000,0
Bronx,9,2013,1432881,227.9000,36280,81.8000,13020,0.5000,83,1.2000,189,28.0000,4456,52.1000,8292,146.1000,23260,17.6000,2795,119.4000,19016,9.1000,1449
Broome,108,2013,198212,609.0000,2638,46.5000,286,0.7000,4,4.6000,19,13.9000,101,27.2000,162,562.5000,2352,105.5000,525,445.3000,1771,11.7000,56
Cattaraugus,99,2013,79033,402.0000,13,26.2000,3,0.0000,0,3.0000,0,2.5000,0,20.7000,3,375.8000,10,70.4000,0,291.3000,10,14.1000,0
Cayuga,72,2013,79115,345.1000,958,29.1000,97,0.5000,1,5.9000,21,5.2000,22,17.5000,53,316.0000,861,61.2000,131,252.3000,723,2.5000,7
Chautauqua,117,2013,132896,492.6000,8,37.1000,0,0.3000,0,4.1000,0,8.8000,0,24.0000,0,455.5000,8,105.1000,3,344.0000,5,6.4000,0
Chemung,72,2013,88374,448.3000,2,30.8000,0,0.0000,0,1.4000,0,7.5000,0,21.8000,0,417.5000,2,71.5000,0,340.6000,2,5.5000,0
Chenango,99,2013,49492,336.8000,6,17.5000,0,0.7000,0,4.7000,0,1.5000,0,10.5000,0,319.3000,6,59.6000,4,255.3000,2,4.4000,0
Clinton,63,2013,81585,367.3000,3,24.5000,0,0.7000,0,4.6000,0,2.0000,0,17.2000,0,342.9000,3,57.6000,1,276.7000,2,8.6000,0
Columbia,99,2013,62225,326.0000,35,22.0000,3,0.0000,0,2.3000,0,4.9000,0,14.8000,3,304.0000,32,59.9000,5,240.1000,27,4.0000,0
Cortland,72,2013,48912,391.6000,416,18.8000,18,0.0000,0,4.4000,3,3.3000,3,11.0000,12,372.8000,398,77.3000,88,291.1000,306,4.4000,4
Delaware,99,2013,46818,309.9000,0,21.5000,0,0.8000,0,2.7000,0,1.9000,0,16.1000,0,288.4000,0,66.1000,0,215.7000,0,6.5000,0
Dutchess,162,2013,296922,310.4000,320,35.4000,51,0.7000,0,1.7000,0,9.1000,7,23.9000,44,275.0000,269,46.7000,72,220.0000,188,8.4000,9
Erie,234,2013,922758,571.4000,19,79.8000,3,1.1000,0,4.1000,0,29.3000,0,45.3000,3,491.7000,16,101.9000,1,365.3000,15,24.5000,0
Essex,54,2013,38621,209.3000,449,20.0000,43,0.0000,0,3.7000,8,0.9000,2,15.4000,33,189.2000,406,56.4000,121,124.0000,266,8.9000,19
Franklin,63,2013,51246,307.7000,876,21.4000,61,0.4000,1,3.5000,10,1.1000,3,16.5000,47,286.3000,815,62.9000,179,213.6000,608,9.8000,28
Fulton,63,2013,54376,505.5000,1527,20.5000,62,0.3000,1,4.3000,13,3.6000,11,12.2000,37,485.0000,1465,86.7000,262,385.3000,1164,12.9000,39
Genesee,54,2013,59169,446.3000,618,33.2000,57,0.0000,0,6.7000,7,6.7000,13,19.8000,37,413.1000,561,89.4000,104,317.6000,454,6.1000,3
Greene,99,2013,48338,267.4000,0,21.6000,0,0.4000,0,3.0000,0,2.2000,0,16.0000,0,245.8000,0,79.3000,0,156.8000,0,9.7000,0
Hamilton,45,2013,4768,234.1000,62,15.1000,4,0.0000,0,0.0000,0,0.0000,0,15.1000,4,219.0000,58,79.3000,21,139.7000,37,0.0000,0
Herkimer,108,2013,63901,335.2000,1190,35.5000,126,1.1000,4,4.2000,15,2.0000,7,28.2000,100,299.7000,1064,69.0000,245,226.2000,803,4.5000,16
Jefferson,144,2013,119219,362.7000,12,21.1000,0,0.2000,0,2.4000,0,2.4000,0,16.2000,0,341.5000,12,51.2000,2,278.3000,10,12.1000,0
Kings,9,2013,2605783,204.0000,59056,63.1000,18258,0.5000,147,1.4000,401,23.7000,6854,37.5000,10856,140.9000,40798,19.5000,5635,112.4000,32557,9.0000,2606
Lewis,45,2013,27096,220.5000,332,15.9000,24,0.7000,1,0.7000,1,0.0000,0,14.6000,22,204.6000,308,63.1000,95,132.2000,199,9.3000,14
Livingston,99,2013,64684,302.8000,26,15.6000,1,0.0000,0,4.5000,0,2.5000,1,8.6000,0,287.2000,25,51.5000,3,226.5000,20,9.2000,2
Madison,90,2013,72485,287.1000,64,13.7000,4,0.2000,0,2.2000,0,1.7000,0,9.4000,4,273.4000,60,52.1000,8,215.5000,51,5.7000,1
Monroe,135,2013,750126,553.7000,822,64.5000,27,1.2000,1,3.5000,2,27.2000,10,32.7000,14,489.3000,795,102.4000,143,365.6000,624,21.3000,28
Montgomery,72,2013,49755,407.4000,435,17.4000,30,0.0000,0,1.4000,0,4.7000,12,11.2000,18,390.0000,405,67.7000,99,312.6000,291,9.8000,15
Nassau,225,2013,1356414,247.9000,1,28.0000,0,0.3000,0,0.7000,0,13.8000,0,13.1000,0,219.9000,1,31.3000,0,176.9000,1,11.8000,0
"New York",9,2013,1638790,284.9000,51872,47.8000,8708,0.2000,39,1.3000,236,18.3000,3340,28.0000,5093,237.1000,43164,15.2000,2775,217.7000,39647,4.1000,742
Niagara,99,2013,214235,559.1000,6654,67.0000,798,0.3000,4,3.1000,37,20.2000,240,43.4000,517,492.0000,5856,110.2000,1312,363.2000,4323,18.6000,221
Oneida,162,2013,233771,461.1000,20,41.3000,1,1.0000,0,3.5000,0,10.5000,0,26.4000,1,419.8000,19,81.2000,7,325.5000,12,13.0000,0
Onondaga,198,2013,469251,536.5000,0,57.2000,0,1.0000,0,4.0000,0,18.0000,0,34.3000,0,479.3000,0,101.3000,0,357.2000,0,20.8000,0
Ontario,90,2013,109117,345.4000,347,20.1000,29,0.2000,0,3.3000,7,5.1000,9,11.5000,13,325.3000,318,63.8000,54,255.4000,254,6.1000,10
Orange,324,2013,375151,412.3000,113,41.6000,9,0.6000,0,3.6000,1,13.3000,1,24.2000,7,370.7000,104,57.3000,21,302.9000,76,10.4000,7
Orleans,63,2013,42241,318.3000,245,25.1000,23,0.4000,0,2.6000,3,3.4000,4,18.7000,16,293.2000,222,83.9000,53,199.0000,165,10.2000,4
Oswego,90,2013,121222,397.7000,56,23.5000,3,0.3000,0,2.2000,0,4.3000,2,16.6000,1,374.2000,53,77.4000,6,284.9000,45,11.9000,2
Otsego,63,2013,61641,243.8000,24,19.0000,1,0.3000,0,3.2000,0,4.4000,0,11.1000,1,224.9000,23,51.7000,2,169.1000,21,4.1000,0
Putnam,81,2013,99751,139.3000,13,8.8000,0,0.0000,0,2.2000,0,1.4000,0,5.2000,0,130.5000,13,23.6000,3,102.0000,10,4.9000,0
Queens,9,2013,2307766,155.7000,39913,41.9000,10740,0.2000,59,1.0000,254,15.6000,3994,25.1000,6433,113.8000,29173,18.5000,4732,85.9000,22030,9.4000,2411
Rensselaer,108,2013,159752,466.1000,4137,53.1000,471,0.3000,3,2.7000,24,17.9000,159,32.1000,285,413.1000,3666,103.3000,917,294.6000,2615,15.1000,134
Richmond,9,2013,473422,137.5000,7234,31.5000,1658,0.1000,7,0.6000,32,10.0000,526,20.8000,1093,106.0000,5576,12.7000,669,89.0000,4681,4.3000,226
Rockland,126,2013,320664,213.6000,1585,22.2000,65,0.2000,0,1.6000,8,5.3000,17,15.1000,40,191.4000,1520,22.9000,99,163.3000,1392,5.2000,29
Saratoga,99,2013,224308,250.0000,102,13.9000,8,0.1000,0,1.7000,0,2.8000,3,9.3000,5,236.1000,94,39.6000,16,191.4000,78,5.1000,0
Schenectady,81,2013,155228,623.5000,5377,78.2000,674,1.3000,11,4.2000,36,26.6000,229,46.2000,398,545.4000,4703,116.8000,1007,405.9000,3500,22.7000,196
Schoharie,72,2013,31926,302.2000,223,15.2000,5,0.0000,0,4.5000,0,2.8000,3,7.9000,2,287.0000,218,66.0000,14,215.9000,204,5.1000,0
Schuyler,45,2013,18374,161.6000,165,13.7000,14,0.0000,0,0.0000,0,1.0000,1,12.7000,13,147.9000,151,32.3000,33,108.7000,111,6.9000,7
Seneca,72,2013,35236,405.6000,794,31.7000,62,1.0000,2,4.1000,8,2.6000,5,24.0000,47,373.9000,732,62.8000,123,306.0000,599,5.1000,10
Steuben,126,2013,98881,279.1000,0,22.4000,0,0.2000,0,3.8000,0,2.4000,0,16.0000,0,256.7000,0,48.4000,0,203.9000,0,4.4000,0
Suffolk,234,2013,1501103,316.3000,219,23.2000,9,0.3000,0,0.6000,2,8.3000,4,13.9000,3,293.1000,210,43.3000,16,235.7000,188,14.1000,6
Sullivan,81,2013,77073,401.2000,1718,40.2000,172,0.2000,1,4.2000,18,5.1000,22,30.6000,131,361.1000,1546,113.0000,484,238.7000,1022,9.3000,40
Tioga,54,2013,50111,233.5000,650,9.7000,27,0.4000,1,1.4000,4,1.8000,5,6.1000,17,223.8000,623,59.6000,166,155.2000,432,9.0000,25
Tompkins,108,2013,104143,501.6000,0,18.8000,0,0.2000,0,2.2000,0,5.0000,0,11.4000,0,482.7000,0,79.3000,0,396.8000,0,6.6000,0
Ulster,180,2013,180965,356.1000,0,29.2000,0,0.3000,0,3.1000,0,5.2000,0,20.7000,0,326.8000,0,59.0000,0,262.4000,0,5.5000,0
Warren,45,2013,65106,357.2000,26,14.7000,2,0.3000,0,2.8000,0,1.9000,0,9.7000,2,342.5000,24,43.7000,4,296.7000,20,2.2000,0
Washington,90,2013,62756,253.0000,46,20.4000,2,0.3000,0,1.4000,0,1.7000,0,16.9000,2,232.6000,44,53.6000,12,172.4000,31,6.6000,1
Wayne,108,2013,92399,358.8000,64,29.8000,4,0.8000,0,4.1000,0,5.6000,3,19.3000,1,329.0000,60,91.4000,16,230.3000,43,7.4000,1
Westchester,432,2013,968910,262.5000,38,40.7000,5,0.2000,0,1.1000,0,15.7000,3,23.8000,2,221.8000,33,31.2000,4,179.1000,28,11.5000,1
Wyoming,72,2013,41380,221.8000,39,17.8000,0,0.0000,0,1.3000,0,0.9000,0,15.7000,0,204.0000,39,35.7000,3,164.9000,35,3.5000,1
Yates,45,2013,25224,294.7000,413,10.0000,14,0.0000,0,4.3000,6,0.7000,1,5.0000,7,284.7000,399,79.9000,112,202.7000,284,2.1000,3
Albany,135,2014,308195,536.2000,4660,58.6000,775,0.8000,8,2.7000,27,18.5000,240,36.6000,500,477.6000,3885,65.9000,680,398.1000,3083,13.5000,122
Allegany,135,2014,47694,232.1000,43,25.7000,10,0.8000,1,3.4000,0,1.1000,0,20.4000,9,206.4000,33,51.3000,7,149.5000,25,5.7000,1
Bronx,9,2014,1445800,224.3000,36030,79.1000,12713,0.6000,95,1.5000,242,24.9000,4004,52.1000,8372,145.1000,23317,17.1000,2739,118.9000,19104,9.2000,1474
Broome,108,2014,197649,575.4000,2326,45.2000,278,0.4000,1,4.2000,20,11.8000,83,28.8000,174,530.2000,2048,80.1000,343,437.8000,1653,12.4000,52
Cattaraugus,99,2014,78726,329.7000,19,30.4000,4,0.7000,0,3.9000,0,1.8000,0,24.0000,4,299.3000,15,59.7000,0,228.0000,15,11.7000,0
Cayuga,72,2014,78800,355.4000,1051,31.5000,96,0.0000,0,5.3000,17,3.4000,13,22.8000,66,323.9000,955,53.0000,127,262.9000,807,8.0000,21
Chautauqua,117,2014,131892,482.4000,8,40.4000,4,0.4000,0,4.4000,0,9.0000,0,26.6000,4,442.0000,4,101.0000,0,327.5000,4,13.5000,0
Chemung,72,2014,87414,439.8000,0,31.1000,0,0.2000,0,2.3000,0,6.8000,0,21.8000,0,408.7000,0,70.6000,0,328.8000,0,9.3000,0
Chenango,99,2014,49340,331.6000,1,18.2000,0,1.1000,0,2.9000,0,1.8000,0,12.4000,0,313.4000,1,64.6000,0,244.8000,1,4.0000,0
Clinton,63,2014,81549,288.7000,1,15.0000,0,0.7000,0,4.2000,0,1.1000,0,9.0000,0,273.7000,1,43.5000,0,225.1000,1,5.1000,0
Columbia,99,2014,62018,268.8000,9,13.6000,0,0.0000,0,1.5000,0,2.3000,0,9.9000,0,255.1000,9,45.6000,0,203.7000,9,5.8000,0
Cortland,72,2014,48742,399.2000,426,18.1000,27,0.7000,2,5.5000,9,3.0000,3,8.9000,13,381.1000,399,84.6000,86,288.0000,298,8.5000,15
Delaware,99,2014,46560,297.3000,0,22.4000,0,0.0000,0,2.7000,0,1.5000,0,18.2000,0,274.9000,0,70.0000,0,197.9000,0,7.0000,0
Dutchess,162,2014,296058,293.7000,286,34.1000,41,0.2000,0,1.6000,1,10.5000,17,21.9000,23,259.6000,245,38.4000,38,215.5000,201,5.7000,6
Erie,234,2014,924449,551.9000,18,76.4000,1,1.3000,0,3.4000,0,29.1000,0,42.6000,1,475.5000,17,90.1000,0,360.1000,17,25.4000,0
Essex,54,2014,38380,159.9000,341,20.6000,44,0.0000,0,4.7000,10,0.5000,1,15.5000,33,139.3000,297,42.2000,90,90.5000,193,6.6000,14
Franklin,63,2014,51158,299.1000,850,18.6000,53,0.0000,0,2.1000,6,1.8000,5,14.8000,42,280.4000,797,52.1000,148,220.6000,627,7.7000,22
Fulton,63,2014,53975,488.6000,1465,21.0000,63,0.0000,0,1.3000,4,6.3000,19,13.3000,40,467.5000,1402,88.4000,265,368.5000,1105,10.7000,32
Genesee,54,2014,58807,464.6000,665,34.3000,66,0.3000,1,6.1000,11,5.8000,12,22.0000,42,430.4000,599,76.8000,115,345.0000,476,8.6000,8
Greene,99,2014,47984,257.3000,0,29.3000,0,0.8000,0,4.1000,0,0.4000,0,24.0000,0,228.1000,0,56.6000,0,165.1000,0,6.4000,0
Hamilton,45,2014,4703,237.3000,62,3.8000,1,0.0000,0,0.0000,0,0.0000,0,3.8000,1,233.5000,61,95.7000,25,130.1000,34,7.7000,2
Herkimer,108,2014,63407,318.8000,1123,31.2000,110,0.0000,0,3.1000,11,2.8000,10,25.3000,89,287.6000,1013,53.1000,187,229.4000,808,5.1000,18
Jefferson,144,2014,119044,382.7000,11,26.3000,0,0.2000,0,4.2000,0,3.2000,0,18.7000,0,356.4000,11,52.2000,1,298.2000,10,6.0000,0
Kings,9,2014,2626644,194.3000,56700,58.4000,17053,0.4000,122,1.2000,347,20.5000,5980,36.3000,10604,135.8000,39647,19.6000,5719,107.2000,31273,9.1000,2655
Lewis,45,2014,27096,170.7000,257,17.9000,27,0.0000,0,1.3000,2,0.0000,0,16.6000,25,152.8000,230,54.5000,82,91.7000,138,6.6000,10
Livingston,99,2014,64666,249.4000,16,13.1000,2,0.3000,0,1.4000,0,1.7000,1,9.7000,1,236.3000,14,43.1000,1,188.4000,11,4.7000,2
Madison,90,2014,72241,282.6000,82,15.2000,7,0.2000,0,2.5000,0,1.5000,1,11.0000,6,267.4000,75,52.6000,8,210.8000,64,4.0000,3
Monroe,135,2014,749803,511.9000,879,53.5000,23,0.8000,0,3.9000,1,20.8000,8,27.9000,14,458.4000,856,83.0000,75,352.1000,756,23.3000,25
Montgomery,72,2014,49667,453.4000,520,17.4000,30,0.0000,0,2.5000,3,6.2000,15,8.7000,12,436.0000,490,66.7000,107,360.6000,370,8.7000,13
Nassau,225,2014,1360703,233.9000,2,27.0000,0,0.2000,0,0.8000,0,12.4000,0,13.6000,0,206.9000,2,25.5000,0,169.8000,2,11.5000,0
"New York",9,2014,1646521,260.0000,47566,45.5000,8327,0.2000,37,1.3000,243,15.9000,2909,28.1000,5138,214.5000,39239,14.6000,2678,195.6000,35791,4.2000,770
Niagara,99,2014,213475,524.8000,6224,67.3000,798,0.6000,7,2.8000,33,19.8000,235,44.1000,523,457.5000,5426,103.7000,1230,332.4000,3942,21.4000,254
Oneida,162,2014,233229,445.0000,11,43.2000,1,0.7000,0,3.2000,0,11.7000,0,27.6000,1,401.8000,10,81.0000,0,307.5000,10,13.3000,0
Onondaga,198,2014,468827,497.5000,0,57.3000,0,0.8000,0,3.1000,0,19.1000,0,34.3000,0,440.1000,0,86.3000,0,334.6000,0,19.2000,0
Ontario,90,2014,109420,358.9000,345,21.4000,44,0.0000,0,5.1000,14,2.3000,2,14.0000,28,337.6000,301,59.2000,56,273.6000,237,4.8000,8
Orange,324,2014,376034,375.9000,97,39.8000,8,0.3000,0,2.8000,0,11.4000,2,25.2000,6,336.1000,89,46.6000,21,280.3000,59,9.2000,9
Orleans,63,2014,41890,295.2000,228,24.9000,23,0.0000,0,2.1000,0,3.0000,2,19.8000,21,270.3000,205,70.0000,41,191.2000,160,9.0000,4
Oswego,90,2014,120657,381.5000,44,23.7000,4,0.3000,0,4.9000,0,3.6000,1,14.9000,3,357.7000,40,85.3000,5,263.5000,34,9.0000,1
Otsego,63,2014,60994,247.0000,13,15.1000,0,0.0000,0,0.6000,0,2.4000,0,12.1000,0,232.0000,13,38.4000,1,189.5000,10,4.1000,2
Putnam,81,2014,99667,140.9000,9,9.2000,0,0.0000,0,0.5000,0,1.4000,0,7.2000,0,131.7000,9,29.1000,2,99.9000,6,2.7000,1
Queens,9,2014,2328004,147.0000,38030,37.9000,9800,0.2000,64,0.8000,207,12.6000,3271,24.2000,6258,109.1000,28230,16.2000,4191,82.9000,21434,10.1000,2605
Rensselaer,108,2014,159938,479.3000,4259,53.0000,471,1.0000,9,2.8000,25,15.0000,133,34.2000,304,426.3000,3788,91.3000,811,312.6000,2778,22.4000,199
Richmond,9,2014,474166,130.3000,6865,29.4000,1551,0.3000,15,0.6000,31,7.9000,417,20.7000,1088,100.9000,5314,11.2000,589,85.5000,4505,4.2000,220
Rockland,126,2014,323072,206.7000,1526,20.6000,65,0.2000,1,1.1000,4,6.2000,27,13.1000,33,186.1000,1461,20.9000,84,160.7000,1350,4.5000,27
Saratoga,99,2014,224872,237.3000,83,13.2000,10,0.1000,0,2.1000,2,2.3000,2,8.7000,6,224.1000,73,35.9000,21,182.6000,51,5.7000,1
Schenectady,81,2014,155340,590.2000,5093,69.4000,599,0.7000,6,4.4000,38,19.6000,169,44.7000,386,520.7000,4494,101.9000,879,400.1000,3453,18.8000,162
Schoharie,72,2014,31795,215.1000,151,6.2000,0,0.0000,0,0.6000,0,0.6000,0,5.1000,0,208.9000,151,40.8000,13,161.3000,137,6.8000,1
Schuyler,45,2014,18170,163.5000,165,9.9000,10,0.0000,0,0.0000,0,0.0000,0,9.9000,10,153.5000,155,19.8000,20,128.8000,130,5.0000,5
Seneca,72,2014,34890,372.0000,721,29.4000,57,0.5000,1,2.6000,5,1.0000,2,25.3000,49,342.6000,664,47.5000,92,286.3000,555,8.8000,17
Steuben,126,2014,98208,282.1000,0,21.1000,0,0.0000,0,4.8000,0,1.6000,0,14.7000,0,261.0000,0,45.1000,0,208.0000,0,7.9000,0
Suffolk,234,2014,1500638,313.3000,210,21.2000,12,0.3000,0,0.6000,0,7.6000,11,12.6000,1,292.1000,198,40.0000,10,237.2000,175,14.9000,13
Sullivan,81,2014,75852,390.1000,1644,37.3000,157,0.7000,3,3.3000,14,6.4000,27,26.8000,113,352.9000,1487,111.8000,471,231.6000,976,9.5000,40
Tioga,54,2014,49820,169.1000,468,9.8000,27,0.0000,0,1.8000,5,0.7000,2,7.2000,20,159.3000,441,40.8000,113,113.4000,314,5.1000,14
Tompkins,108,2014,104286,449.3000,0,17.8000,0,0.2000,0,2.6000,0,5.9000,0,9.1000,0,431.5000,0,83.5000,0,341.8000,0,6.2000,0
Ulster,180,2014,180763,324.8000,0,29.2000,0,0.5000,0,5.0000,0,4.9000,0,18.8000,0,295.6000,0,55.6000,0,235.7000,0,4.4000,0
Warren,45,2014,64901,335.0000,9,11.1000,0,0.0000,0,2.5000,0,1.7000,0,6.9000,0,323.9000,9,43.3000,3,276.8000,6,3.9000,0
Washington,90,2014,62478,197.3000,33,17.3000,1,0.0000,0,2.6000,0,0.9000,0,13.8000,1,180.1000,32,34.0000,5,140.6000,27,5.5000,0
Wayne,108,2014,91856,314.1000,41,21.9000,3,0.0000,0,4.5000,2,4.7000,1,12.7000,0,292.2000,38,69.0000,9,214.4000,28,8.8000,1
Westchester,432,2014,972742,224.0000,26,39.8000,1,0.3000,0,1.2000,0,14.9000,0,23.4000,1,184.2000,25,27.6000,6,147.9000,19,8.7000,0
Wyoming,72,2014,41160,166.2000,25,15.7000,0,0.0000,0,0.4000,0,0.0000,0,15.3000,0,150.4000,25,25.8000,7,120.3000,18,4.4000,0
Yates,45,2014,25150,229.7000,321,12.9000,18,0.0000,0,2.9000,4,1.4000,2,8.6000,12,216.9000,303,55.8000,78,156.0000,218,5.0000,7
Albany,135,2015,308598,503.7000,4271,60.7000,823,0.3000,5,5.5000,49,16.9000,240,38.0000,529,442.9000,3448,54.8000,480,375.3000,2849,12.8000,119
Allegany,135,2015,47372,220.0000,36,21.7000,4,0.0000,0,10.6000,2,0.0000,0,11.0000,2,198.3000,32,36.1000,2,156.5000,30,5.7000,0
Bronx,9,2015,1460412,223.7000,36299,82.6000,13409,0.6000,91,3.4000,556,27.0000,4386,51.6000,8376,141.1000,22890,15.6000,2530,115.7000,18767,9.8000,1593
Broome,108,2015,196292,592.0000,2402,57.1000,310,0.6000,4,14.1000,37,13.6000,89,28.8000,180,534.9000,2092,85.5000,342,439.3000,1707,10.1000,43
Cattaraugus,99,2015,78006,294.7000,7,28.8000,0,0.2000,0,12.2000,0,2.1000,0,14.3000,0,265.8000,7,49.4000,2,208.6000,5,7.8000,0
Cayuga,72,2015,78319,356.9000,1122,45.0000,133,0.0000,0,15.4000,36,3.2000,14,26.4000,83,311.9000,989,51.5000,139,252.6000,827,7.8000,23
Chautauqua,117,2015,130756,455.5000,7,48.7000,0,0.4000,0,10.0000,0,10.7000,0,27.5000,0,406.8000,7,88.7000,0,304.6000,7,13.5000,0
Chemung,72,2015,87030,393.6000,1,32.9000,0,0.4000,0,5.6000,0,8.7000,0,18.2000,0,360.7000,1,56.9000,0,295.6000,1,8.3000,0
Chenango,99,2015,48799,313.2000,3,37.3000,0,0.0000,0,24.0000,0,0.4000,0,12.9000,0,275.9000,3,52.0000,1,215.0000,2,8.9000,0
Clinton,63,2015,81032,277.9000,0,25.5000,0,0.0000,0,13.1000,0,1.3000,0,11.1000,0,252.3000,0,38.2000,0,208.8000,0,5.3000,0
Columbia,99,2015,61549,261.7000,7,30.1000,0,0.9000,0,11.7000,0,2.6000,0,14.9000,0,231.6000,7,47.1000,1,180.4000,6,4.1000,0
Cortland,72,2015,48294,279.9000,288,19.0000,30,0.7000,2,6.0000,10,3.0000,5,9.3000,13,260.9000,258,52.6000,57,204.6000,197,3.7000,4
Delaware,99,2015,45948,289.9000,0,30.9000,0,0.0000,0,18.0000,0,2.4000,0,10.6000,0,258.9000,0,60.3000,0,193.1000,0,5.5000,0
Dutchess,162,2015,295309,275.3000,304,34.0000,56,0.2000,0,6.6000,2,7.2000,12,20.0000,42,241.3000,248,30.7000,24,203.8000,211,6.8000,13
Erie,234,2015,924122,508.2000,14,73.8000,1,0.9000,0,5.8000,0,25.4000,0,41.8000,1,434.4000,13,83.9000,0,325.2000,12,25.4000,1
Essex,54,2015,38196,180.0000,382,21.7000,46,0.0000,0,11.8000,25,0.9000,2,9.0000,19,158.3000,336,45.7000,97,107.0000,227,5.7000,12
Franklin,63,2015,50609,298.8000,840,31.3000,88,0.0000,0,18.9000,53,1.8000,5,10.7000,30,267.5000,752,53.0000,149,209.5000,589,5.0000,14
Fulton,63,2015,53853,437.5000,1309,41.1000,123,0.0000,0,14.0000,42,3.3000,10,23.7000,71,396.4000,1186,66.5000,199,321.2000,961,8.7000,26
Genesee,54,2015,58591,368.4000,564,35.3000,76,0.6000,1,11.4000,16,4.6000,13,18.7000,46,333.0000,488,51.6000,74,270.0000,399,11.4000,15
Greene,99,2015,47649,227.4000,0,43.8000,0,0.0000,0,12.1000,0,1.1000,0,30.6000,0,183.6000,0,46.8000,0,133.0000,0,3.8000,0
Hamilton,45,2015,4704,164.5000,43,11.5000,3,0.0000,0,11.5000,3,0.0000,0,0.0000,0,153.1000,40,61.2000,16,88.0000,23,3.8000,1
