county,agencies,year,population,crimesperperson,index_total,violentperperson,violent_total,murderperperson,murder,rapeperperson,rape,robberyperperson,robbery,aggravated_assaultperperson,aggravated_assault,propertyperperson,property_total,burglaryperperson,burglary,larcenyperperson,larceny,vehicletheftperperson,motor_vehicle_theft
Madison,11,1992,70660,0.0502,111,0.0024,0,0.0001,0,0.0003,0,0.0002,0,0.0018,0,0.0477,111,0.0099,22,0.0368,87,0.0010,2
Monroe,16,1992,729060,0.1220,1173,0.0082,28,0.0002,0,0.0006,5,0.0048,16,0.0027,7,0.1138,1145,0.0254,155,0.0779,914,0.0105,76
Montgomery,7,1992,51928,0.0382,409,0.0012,12,0.0000,0,0.0000,1,0.0002,3,0.0008,8,0.0370,397,0.0094,131,0.0262,246,0.0015,20
Nassau,27,1992,1299575,0.0619,10,0.0057,0,0.0000,0,0.0002,0,0.0030,0,0.0025,0,0.0561,10,0.0107,3,0.0326,4,0.0128,3
"New York",1,1992,1485877,0.1265,187947,0.0254,37788,0.0003,417,0.0004,601,0.0147,21895,0.0100,14875,0.1011,150159,0.0167,24853,0.0725,107788,0.0118,17518
Niagara,11,1992,221952,0.0909,10088,0.0098,1087,0.0001,7,0.0008,91,0.0028,311,0.0061,678,0.0811,9001,0.0200,2219,0.0554,6146,0.0057,636
Oneida,20,1992,253819,0.0720,15,0.0049,6,0.0000,0,0.0005,0,0.0016,0,0.0027,6,0.0672,9,0.0145,2,0.0496,7,0.0031,0
Onondaga,22,1992,473971,0.0901,223,0.0081,1,0.0001,0,0.0006,1,0.0032,0,0.0042,0,0.0821,222,0.0198,38,0.0583,179,0.0040,5
Ontario,8,1992,97623,0.0516,353,0.0028,9,0.0001,0,0.0003,2,0.0005,3,0.0020,4,0.0488,344,0.0099,43,0.0375,290,0.0013,11
Orange,35,1992,315957,0.0666,248,0.0079,5,0.0001,0,0.0004,2,0.0018,1,0.0056,2,0.0586,243,0.0127,70,0.0432,161,0.0028,12
Orleans,7,1992,43674,0.0600,252,0.0082,32,0.0000,0,0.0005,2,0.0008,6,0.0068,24,0.0519,220,0.0118,31,0.0376,181,0.0025,8
Oswego,11,1992,123857,0.0574,6,0.0018,1,0.0000,0,0.0005,0,0.0003,0,0.0010,1,0.0555,5,0.0127,0,0.0411,5,0.0017,0
Otsego,7,1992,61195,0.0408,42,0.0022,2,0.0000,0,0.0004,0,0.0002,0,0.0015,2,0.0386,40,0.0103,2,0.0276,38,0.0007,0
Putnam,9,1992,86828,0.0385,516,0.0025,14,0.0000,0,0.0001,0,0.0003,3,0.0020,11,0.0361,502,0.0102,112,0.0232,366,0.0026,24
Queens,1,1992,1996512,0.0761,151896,0.0154,30816,0.0002,352,0.0003,530,0.0096,19093,0.0054,10841,0.0606,121080,0.0126,25185,0.0244,48762,0.0236,47133
Rensselaer,12,1992,156266,0.0725,5661,0.0048,375,0.0000,0,0.0006,45,0.0012,90,0.0031,240,0.0677,5286,0.0176,1372,0.0468,3656,0.0033,258
Richmond,1,1992,395643,0.0459,18144,0.0084,3319,0.0001,27,0.0001,53,0.0035,1385,0.0047,1854,0.0375,14825,0.0083,3267,0.0163,6433,0.0130,5125
Rockland,14,1992,269753,0.0572,2426,0.0054,231,0.0001,1,0.0003,12,0.0016,56,0.0034,162,0.0518,2195,0.0100,386,0.0382,1628,0.0035,181
Saratoga,12,1992,187445,0.0551,277,0.0060,7,0.0000,0,0.0004,2,0.0005,1,0.0052,4,0.0491,270,0.0110,77,0.0369,182,0.0012,11
Schenectady,8,1992,151002,0.0920,6944,0.0122,924,0.0000,3,0.0006,46,0.0025,185,0.0091,690,0.0797,6020,0.0199,1504,0.0554,4180,0.0045,336
Schoharie,7,1992,32659,0.0418,160,0.0036,26,0.0001,0,0.0006,1,0.0001,1,0.0028,24,0.0382,134,0.0151,35,0.0220,96,0.0011,3
Schuyler,5,1992,18907,0.0525,496,0.0037,35,0.0004,4,0.0004,4,0.0000,0,0.0029,27,0.0488,461,0.0133,126,0.0342,323,0.0013,12
Seneca,7,1992,33518,0.0419,703,0.0021,36,0.0001,1,0.0000,0,0.0001,1,0.0020,34,0.0398,667,0.0064,108,0.0326,546,0.0008,13
Steuben,15,1992,100232,0.0686,59,0.0049,17,0.0000,0,0.0002,0,0.0002,0,0.0044,17,0.0638,42,0.0143,13,0.0475,29,0.0020,0
Suffolk,29,1992,1336663,0.0958,431,0.0063,19,0.0001,0,0.0002,1,0.0028,14,0.0032,4,0.0895,412,0.0201,84,0.0554,278,0.0141,50
Sullivan,9,1992,71416,0.0804,2872,0.0094,334,0.0001,4,0.0007,24,0.0015,55,0.0070,251,0.0711,2538,0.0265,947,0.0425,1518,0.0020,73
Tioga,5,1992,53111,0.0452,1201,0.0069,183,0.0000,0,0.0007,18,0.0000,1,0.0062,164,0.0383,1018,0.0098,260,0.0272,721,0.0014,37
Tompkins,12,1992,95685,0.0997,81,0.0038,2,0.0000,0,0.0006,0,0.0009,0,0.0022,2,0.0959,79,0.0205,15,0.0736,64,0.0018,0
Ulster,21,1992,170872,0.0610,4,0.0059,0,0.0001,0,0.0004,0,0.0009,0,0.0045,0,0.0551,4,0.0135,0,0.0395,4,0.0021,0
Warren,5,1992,60808,0.0945,14,0.0123,0,0.0000,0,0.0007,0,0.0005,0,0.0110,0,0.0822,14,0.0153,4,0.0651,10,0.0018,0
Washington,11,1992,60482,0.0447,63,0.0062,3,0.0000,0,0.0003,0,0.0000,0,0.0060,3,0.0385,60,0.0097,12,0.0276,45,0.0011,3
Wayne,10,1992,90896,0.0651,70,0.0041,5,0.0000,1,0.0004,0,0.0004,1,0.0033,3,0.0610,65,0.0144,11,0.0447,53,0.0019,1
Westchester,46,1992,885146,0.0774,106,0.0084,17,0.0001,0,0.0003,0,0.0040,5,0.0040,12,0.0690,89,0.0138,20,0.0441,57,0.0111,12
Wyoming,8,1992,43397,0.0543,78,0.0087,9,0.0000,0,0.0005,0,0.0003,0,0.0078,9,0.0456,69,0.0168,14,0.0266,51,0.0022,4
Yates,4,1992,23211,0.0472,548,0.0058,67,0.0000,0,0.0004,5,0.0000,0,0.0053,62,0.0414,481,0.0127,147,0.0271,315,0.0016,19
Albany,19,1993,298592,0.0995,7802,0.0111,1238,0.0001,6,0.0005,59,0.0037,481,0.0068,692,0.0884,6564,0.0216,2063,0.0624,4030,0.0045,471
Allegany,9,1993,50807,0.0498,128,0.0052,23,0.0000,0,0.0004,3,0.0002,1,0.0044,19,0.0446,105,0.0192,20,0.0249,83,0.0006,2
Bronx,1,1993,1238907,0.0742,91927,0.0252,31235,0.0004,512,0.0005,606,0.0132,16386,0.0111,13731,0.0490,60692,0.0151,18763,0.0212,26273,0.0126,15656
Broome,12,1993,212756,0.0717,3133,0.0037,145,0.0000,3,0.0004,18,0.0008,62,0.0024,62,0.0680,2988,0.0116,329,0.0557,2653,0.0008,6
Cattaraugus,12,1993,85523,0.0630,71,0.0068,12,0.0000,0,0.0002,0,0.0004,0,0.0062,12,0.0562,59,0.0156,17,0.0392,42,0.0014,0
Cayuga,8,1993,82959,0.0531,1195,0.0049,59,0.0000,2,0.0004,10,0.0006,17,0.0040,30,0.0482,1136,0.0098,177,0.0378,953,0.0005,6
Chautauqua,12,1993,143131,0.0694,24,0.0055,3,0.0000,0,0.0003,1,0.0005,0,0.0047,2,0.0639,21,0.0131,5,0.0491,16,0.0017,0
Chemung,9,1993,94711,0.0789,1,0.0050,0,0.0001,0,0.0007,0,0.0007,0,0.0036,0,0.0739,1,0.0122,0,0.0601,1,0.0016,0
Chenango,12,1993,52552,0.0447,38,0.0053,2,0.0000,0,0.0001,0,0.0000,0,0.0053,2,0.0394,36,0.0113,10,0.0272,25,0.0009,1
Clinton,9,1993,86420,0.0440,14,0.0042,0,0.0001,0,0.0004,0,0.0000,0,0.0037,0,0.0398,14,0.0079,4,0.0309,10,0.0010,0
Columbia,10,1993,63428,0.0555,132,0.0086,25,0.0000,0,0.0003,0,0.0008,0,0.0076,25,0.0468,107,0.0137,25,0.0314,77,0.0017,5
Cortland,7,1993,49584,0.0844,1047,0.0041,41,0.0001,0,0.0004,8,0.0005,9,0.0031,24,0.0803,1006,0.0150,172,0.0633,804,0.0020,30
Delaware,10,1993,48387,0.0475,17,0.0036,1,0.0002,0,0.0002,0,0.0000,0,0.0033,1,0.0439,16,0.0157,10,0.0270,6,0.0012,0
Dutchess,18,1993,265585,0.0596,396,0.0067,88,0.0001,0,0.0003,5,0.0019,22,0.0044,61,0.0529,308,0.0117,89,0.0386,195,0.0026,24
Erie,29,1993,977751,0.1092,3059,0.0166,187,0.0002,1,0.0008,6,0.0066,56,0.0090,124,0.0927,2872,0.0229,346,0.0541,2210,0.0157,316
Essex,5,1993,38060,0.0406,772,0.0050,96,0.0001,1,0.0005,9,0.0002,4,0.0043,82,0.0355,676,0.0114,217,0.0231,440,0.0010,19
Franklin,5,1993,49350,0.0490,1208,0.0072,177,0.0000,1,0.0002,5,0.0002,4,0.0068,167,0.0418,1031,0.0105,258,0.0306,756,0.0007,17
Fulton,5,1993,55122,0.0797,2197,0.0045,123,0.0000,0,0.0005,14,0.0007,18,0.0033,91,0.0753,2074,0.0215,592,0.0512,1410,0.0026,72
Genesee,6,1993,61164,0.0545,752,0.0030,23,0.0001,2,0.0003,0,0.0008,14,0.0019,7,0.0515,729,0.0121,108,0.0373,611,0.0021,10
Greene,9,1993,46716,0.0600,40,0.0128,5,0.0000,0,0.0003,0,0.0002,0,0.0123,5,0.0472,35,0.0160,9,0.0299,25,0.0013,1
Hamilton,4,1993,5318,0.0481,128,0.0030,8,0.0000,0,0.0008,2,0.0000,0,0.0023,6,0.0451,120,0.0177,47,0.0259,69,0.0015,4
Herkimer,11,1993,66926,0.0439,1469,0.0056,189,0.0000,1,0.0006,21,0.0003,9,0.0047,158,0.0383,1280,0.0109,366,0.0264,884,0.0009,30
Jefferson,15,1993,114874,0.0502,26,0.0033,1,0.0001,0,0.0010,0,0.0005,0,0.0017,1,0.0469,25,0.0110,8,0.0352,17,0.0007,0
Kings,1,1993,2347687,0.0721,169236,0.0234,54931,0.0003,718,0.0004,1046,0.0132,30973,0.0095,22194,0.0487,114305,0.0131,30659,0.0216,50631,0.0141,33015
Lewis,4,1993,27158,0.0233,317,0.0023,31,0.0000,0,0.0002,3,0.0001,2,0.0019,26,0.0211,286,0.0115,156,0.0087,118,0.0009,12
Livingston,11,1993,63773,0.0533,75,0.0042,1,0.0000,0,0.0004,0,0.0003,0,0.0036,1,0.0491,74,0.0071,6,0.0407,68,0.0014,0
Madison,11,1993,70585,0.0431,64,0.0017,0,0.0001,0,0.0004,0,0.0001,0,0.0011,0,0.0414,64,0.0081,8,0.0322,48,0.0011,8
Monroe,16,1993,733968,0.1156,1074,0.0085,26,0.0002,1,0.0006,1,0.0050,16,0.0028,8,0.1071,1048,0.0232,179,0.0727,814,0.0112,55
Montgomery,7,1993,51807,0.0391,469,0.0016,10,0.0000,0,0.0002,3,0.0003,3,0.0011,4,0.0375,459,0.0091,128,0.0270,314,0.0014,17
Nassau,27,1993,1304543,0.0597,5,0.0055,0,0.0001,0,0.0002,0,0.0027,0,0.0025,0,0.0543,5,0.0092,2,0.0330,2,0.0121,1
"New York",1,1993,1493582,0.1152,172021,0.0237,35470,0.0003,418,0.0004,619,0.0136,20270,0.0095,14163,0.0914,136551,0.0151,22521,0.0658,98346,0.0105,15684
Niagara,11,1993,222993,0.0888,9901,0.0085,950,0.0000,4,0.0006,70,0.0025,283,0.0053,593,0.0803,8951,0.0184,2046,0.0545,6073,0.0075,832
Oneida,19,1993,252682,0.0652,26,0.0048,4,0.0001,0,0.0005,0,0.0016,0,0.0025,4,0.0605,22,0.0129,3,0.0445,19,0.0031,0
Onondaga,22,1993,474922,0.0853,261,0.0072,5,0.0001,1,0.0006,0,0.0027,2,0.0038,2,0.0781,256,0.0190,53,0.0556,192,0.0035,11
Ontario,7,1993,98327,0.0521,358,0.0033,10,0.0000,0,0.0004,6,0.0004,2,0.0025,2,0.0488,348,0.0100,41,0.0378,304,0.0010,3
Orange,35,1993,318999,0.0633,165,0.0075,0,0.0001,0,0.0005,0,0.0015,0,0.0054,0,0.0558,165,0.0115,48,0.0419,111,0.0024,6
Orleans,6,1993,43850,0.0558,255,0.0045,31,0.0000,0,0.0004,2,0.0003,4,0.0038,25,0.0513,224,0.0132,38,0.0365,180,0.0015,6
Oswego,10,1993,124802,0.0553,8,0.0016,0,0.0000,0,0.0003,0,0.0003,0,0.0009,0,0.0538,8,0.0128,0,0.0391,8,0.0018,0
Otsego,8,1993,61537,0.0441,47,0.0031,1,0.0001,0,0.0002,0,0.0002,0,0.0027,1,0.0410,46,0.0108,5,0.0296,41,0.0006,0
Putnam,9,1993,87948,0.0351,551,0.0018,17,0.0000,0,0.0001,0,0.0004,4,0.0013,13,0.0333,534,0.0096,110,0.0220,402,0.0017,22
Queens,1,1993,2023400,0.0736,149016,0.0141,28565,0.0001,273,0.0002,489,0.0084,16971,0.0054,10832,0.0595,120451,0.0118,23843,0.0264,53464,0.0213,43144
Rensselaer,12,1993,156232,0.0727,5678,0.0060,471,0.0001,9,0.0005,42,0.0014,109,0.0040,311,0.0667,5207,0.0185,1448,0.0452,3532,0.0029,227
Richmond,1,1993,402590,0.0452,18203,0.0083,3347,0.0001,25,0.0001,58,0.0035,1403,0.0046,1861,0.0369,14856,0.0085,3422,0.0161,6469,0.0123,4965
Rockland,14,1993,272523,0.0561,2167,0.0045,158,0.0001,0,0.0003,8,0.0014,28,0.0028,122,0.0516,2009,0.0087,273,0.0400,1553,0.0028,183
Saratoga,12,1993,189404,0.0452,247,0.0055,11,0.0000,0,0.0005,4,0.0003,1,0.0045,6,0.0397,236,0.0088,61,0.0298,164,0.0011,11
Schenectady,8,1993,150979,0.0849,6406,0.0099,744,0.0001,6,0.0006,43,0.0024,180,0.0068,515,0.0750,5662,0.0191,1440,0.0515,3891,0.0044,331
Schoharie,7,1993,32605,0.0360,123,0.0030,24,0.0000,0,0.0004,3,0.0004,4,0.0023,17,0.0330,99,0.0117,20,0.0204,77,0.0009,2
Schuyler,5,1993,18965,0.0451,428,0.0040,38,0.0000,0,0.0001,1,0.0005,5,0.0034,32,0.0411,390,0.0098,93,0.0288,273,0.0025,24
Seneca,6,1993,32871,0.0399,656,0.0027,44,0.0001,1,0.0003,5,0.0003,5,0.0020,33,0.0372,612,0.0057,94,0.0305,501,0.0010,17
Steuben,14,1993,100550,0.0598,73,0.0041,16,0.0000,0,0.0003,1,0.0003,0,0.0034,15,0.0557,57,0.0129,9,0.0413,47,0.0015,1
Suffolk,29,1993,1346667,0.0880,410,0.0056,39,0.0001,1,0.0001,1,0.0027,26,0.0027,11,0.0823,371,0.0180,65,0.0521,258,0.0122,48
Sullivan,8,1993,72145,0.0862,3111,0.0105,379,0.0001,4,0.0004,16,0.0016,59,0.0083,300,0.0757,2732,0.0300,1081,0.0429,1546,0.0029,105
Tioga,5,1993,53237,0.0419,1116,0.0068,180,0.0000,0,0.0006,17,0.0001,3,0.0060,160,0.0352,936,0.0094,251,0.0244,649,0.0014,36
Tompkins,12,1993,96122,0.1013,62,0.0045,2,0.0000,0,0.0006,0,0.0014,1,0.0025,1,0.0968,60,0.0190,5,0.0760,55,0.0018,0
Ulster,19,1993,172594,0.0585,5048,0.0064,556,0.0000,2,0.0005,42,0.0010,87,0.0049,425,0.0521,4492,0.0119,1024,0.0378,3259,0.0024,209
Warren,5,1993,61670,0.0892,8,0.0098,0,0.0000,0,0.0007,0,0.0006,0,0.0085,0,0.0794,8,0.0146,1,0.0632,7,0.0016,0
Washington,11,1993,60902,0.0430,44,0.0071,1,0.0001,0,0.0005,0,0.0002,0,0.0063,1,0.0359,43,0.0091,9,0.0255,32,0.0013,2
Wayne,9,1993,91779,0.0619,57,0.0039,2,0.0000,0,0.0004,0,0.0004,0,0.0030,2,0.0580,55,0.0123,3,0.0440,50,0.0017,2
Westchester,45,1993,890061,0.0735,107,0.0086,15,0.0001,0,0.0003,0,0.0042,6,0.0041,9,0.0649,92,0.0122,33,0.0419,52,0.0108,7
Wyoming,8,1993,43474,0.0530,93,0.0088,15,0.0002,0,0.0002,0,0.0001,0,0.0084,15,0.0441,78,0.0144,21,0.0276,53,0.0021,4
Yates,4,1993,23531,0.0470,553,0.0050,59,0.0000,0,0.0004,5,0.0002,2,0.0044,52,0.0420,494,0.0109,128,0.0295,347,0.0016,19
Albany,19,1994,300262,0.1094,8648,0.0117,1380,0.0001,13,0.0007,79,0.0043,542,0.0067,746,0.0977,7268,0.0226,2227,0.0698,4502,0.0054,539
Allegany,11,1994,51012,0.0484,239,0.0051,23,0.0000,0,0.0003,3,0.0000,0,0.0047,20,0.0434,216,0.0142,38,0.0281,172,0.0011,6
Bronx,1,1994,1250789,0.0674,84330,0.0223,27863,0.0003,393,0.0004,546,0.0112,13998,0.0103,12926,0.0451,56467,0.0131,16440,0.0203,25420,0.0117,14607
Broome,13,1994,210823,0.0731,3103,0.0041,162,0.0001,5,0.0004,14,0.0009,72,0.0027,71,0.0690,2941,0.0114,336,0.0564,2592,0.0012,13
Cattaraugus,10,1994,85097,0.0616,70,0.0066,24,0.0001,0,0.0005,0,0.0007,0,0.0053,24,0.0550,46,0.0160,9,0.0378,36,0.0012,1
Cayuga,9,1994,82933,0.0506,1102,0.0045,86,0.0001,0,0.0004,11,0.0008,29,0.0033,46,0.0461,1016,0.0094,154,0.0358,850,0.0010,12
Chautauqua,13,1994,143041,0.0734,34,0.0063,4,0.0000,0,0.0003,0,0.0011,0,0.0049,4,0.0671,30,0.0133,13,0.0517,16,0.0021,1
Chemung,9,1994,94132,0.0830,1,0.0055,0,0.0001,0,0.0008,0,0.0009,0,0.0037,0,0.0775,1,0.0125,1,0.0637,0,0.0013,0
Chenango,11,1994,52479,0.0517,51,0.0075,9,0.0000,0,0.0001,0,0.0005,3,0.0068,6,0.0442,42,0.0123,13,0.0307,28,0.0012,1
Clinton,9,1994,86444,0.0447,23,0.0052,1,0.0000,0,0.0003,0,0.0001,0,0.0047,1,0.0395,22,0.0095,8,0.0293,14,0.0007,0
Columbia,12,1994,63549,0.0532,134,0.0076,31,0.0001,0,0.0004,1,0.0005,1,0.0066,29,0.0456,103,0.0141,17,0.0299,82,0.0016,4
Cortland,7,1994,49502,0.0824,1060,0.0040,42,0.0000,0,0.0004,5,0.0007,12,0.0029,25,0.0784,1018,0.0125,146,0.0637,850,0.0022,22
Delaware,11,1994,48526,0.0488,14,0.0031,0,0.0000,0,0.0003,0,0.0002,0,0.0026,0,0.0457,14,0.0139,0,0.0305,14,0.0012,0
Dutchess,18,1994,264860,0.0572,415,0.0067,105,0.0001,1,0.0003,4,0.0017,20,0.0046,80,0.0504,310,0.0110,89,0.0374,206,0.0021,15
Erie,30,1994,977079,0.1057,14,0.0179,1,0.0002,0,0.0007,0,0.0074,0,0.0096,1,0.0878,13,0.0215,3,0.0534,9,0.0129,1
Essex,6,1994,38243,0.0387,740,0.0048,91,0.0002,4,0.0005,9,0.0002,4,0.0039,74,0.0339,649,0.0127,242,0.0203,389,0.0009,18
Franklin,5,1994,49712,0.0480,1193,0.0093,232,0.0000,1,0.0004,10,0.0004,9,0.0085,212,0.0387,961,0.0098,243,0.0276,686,0.0013,32
Fulton,5,1994,55232,0.0769,2125,0.0044,122,0.0000,0,0.0004,12,0.0007,19,0.0033,91,0.0725,2003,0.0228,631,0.0462,1277,0.0034,95
Genesee,7,1994,61282,0.0552,814,0.0033,19,0.0000,0,0.0006,3,0.0006,11,0.0022,5,0.0518,795,0.0096,86,0.0407,705,0.0015,4
Greene,8,1994,47000,0.0560,29,0.0115,5,0.0001,0,0.0004,0,0.0005,0,0.0106,5,0.0444,24,0.0138,7,0.0294,16,0.0012,1
Hamilton,4,1994,5279,0.0421,111,0.0019,5,0.0000,0,0.0008,2,0.0000,0,0.0011,3,0.0402,106,0.0117,31,0.0254,67,0.0030,8
Herkimer,12,1994,67038,0.0427,1431,0.0049,163,0.0001,2,0.0005,16,0.0002,6,0.0041,139,0.0378,1268,0.0100,335,0.0262,878,0.0016,55
Jefferson,15,1994,116932,0.0483,13,0.0031,1,0.0001,0,0.0007,0,0.0005,0,0.0018,1,0.0452,12,0.0096,3,0.0347,8,0.0009,1
Kings,1,1994,2361668,0.0628,148398,0.0204,48212,0.0002,546,0.0004,1007,0.0108,25504,0.0090,21155,0.0424,100186,0.0112,26428,0.0194,45928,0.0118,27830
Lewis,4,1994,27319,0.0192,262,0.0018,24,0.0000,0,0.0002,3,0.0000,0,0.0015,21,0.0174,238,0.0092,126,0.0076,104,0.0006,8
Livingston,11,1994,64015,0.0483,54,0.0037,0,0.0000,0,0.0003,0,0.0003,0,0.0031,0,0.0446,54,0.0070,9,0.0365,43,0.0011,2
Madison,11,1994,70488,0.0443,91,0.0014,0,0.0000,0,0.0004,0,0.0002,0,0.0007,0,0.0430,91,0.0096,19,0.0323,71,0.0011,1
Monroe,17,1994,734382,0.1034,1151,0.0088,23,0.0002,0,0.0005,1,0.0051,20,0.0030,2,0.0946,1128,0.0190,118,0.0672,944,0.0083,66
Montgomery,8,1994,51752,0.0402,483,0.0027,26,0.0000,0,0.0001,1,0.0006,15,0.0019,10,0.0375,457,0.0099,128,0.0263,315,0.0013,14
Nassau,26,1994,1308489,0.0528,1,0.0048,0,0.0000,0,0.0002,0,0.0023,0,0.0023,0,0.0480,1,0.0080,0,0.0302,1,0.0098,0
"New York",1,1994,1503909,0.1005,151083,0.0212,31895,0.0002,320,0.0004,531,0.0116,17422,0.0091,13622,0.0793,119188,0.0133,20031,0.0573,86154,0.0086,13003
Niagara,11,1994,223400,0.0838,9366,0.0077,860,0.0001,7,0.0005,55,0.0025,279,0.0046,519,0.0762,8506,0.0179,2005,0.0516,5763,0.0066,738
Oneida,20,1994,250964,0.0629,32,0.0046,8,0.0001,0,0.0006,0,0.0013,0,0.0025,8,0.0584,24,0.0133,3,0.0429,20,0.0022,1
Onondaga,23,1994,472692,0.0833,270,0.0067,11,0.0001,0,0.0005,3,0.0029,2,0.0032,6,0.0766,259,0.0189,44,0.0530,205,0.0047,10
Ontario,7,1994,98509,0.0493,349,0.0021,10,0.0000,0,0.0003,2,0.0004,3,0.0013,5,0.0473,339,0.0080,38,0.0383,295,0.0010,6
Orange,36,1994,320744,0.0622,154,0.0084,3,0.0001,0,0.0004,2,0.0022,1,0.0057,0,0.0538,151,0.0108,34,0.0406,110,0.0024,7
Orleans,7,1994,44345,0.0446,203,0.0030,18,0.0000,0,0.0002,1,0.0006,2,0.0021,15,0.0417,185,0.0095,41,0.0309,141,0.0013,3
Oswego,11,1994,124319,0.0545,17,0.0012,0,0.0000,0,0.0003,0,0.0002,0,0.0007,0,0.0533,17,0.0119,2,0.0401,15,0.0013,0
Otsego,8,1994,61916,0.0402,57,0.0028,4,0.0000,0,0.0002,0,0.0003,0,0.0023,4,0.0373,53,0.0106,3,0.0260,48,0.0008,2
Putnam,9,1994,88964,0.0313,439,0.0014,18,0.0000,0,0.0002,0,0.0001,0,0.0011,18,0.0298,421,0.0081,81,0.0206,330,0.0011,10
Queens,1,1994,2047884,0.0630,129050,0.0124,25412,0.0001,268,0.0003,521,0.0070,14394,0.0050,10229,0.0506,103638,0.0109,22302,0.0224,45875,0.0173,35461
Rensselaer,13,1994,155520,0.0695,5405,0.0062,483,0.0001,6,0.0006,43,0.0017,132,0.0039,302,0.0633,4922,0.0164,1273,0.0435,3379,0.0035,270
Richmond,1,1994,406208,0.0442,17966,0.0079,3189,0.0001,34,0.0002,62,0.0031,1270,0.0045,1823,0.0364,14777,0.0080,3235,0.0173,7023,0.0111,4519
Rockland,15,1994,274855,0.0537,2260,0.0048,167,0.0001,0,0.0002,7,0.0014,24,0.0032,136,0.0489,2093,0.0087,279,0.0375,1653,0.0028,161
Saratoga,12,1994,191966,0.0433,188,0.0048,7,0.0001,0,0.0003,1,0.0002,0,0.0042,6,0.0385,181,0.0086,41,0.0288,128,0.0011,12
Schenectady,10,1994,150713,0.0904,6813,0.0104,783,0.0000,0,0.0005,35,0.0039,295,0.0060,453,0.0800,6030,0.0222,1670,0.0539,4065,0.0039,295
Schoharie,6,1994,32356,0.0334,131,0.0029,29,0.0000,0,0.0002,1,0.0002,1,0.0025,27,0.0305,102,0.0094,11,0.0205,88,0.0006,3
Schuyler,5,1994,18973,0.0356,338,0.0038,36,0.0001,1,0.0006,6,0.0003,3,0.0027,26,0.0318,302,0.0074,70,0.0223,212,0.0021,20
Seneca,8,1994,32702,0.0481,787,0.0029,47,0.0000,0,0.0004,6,0.0001,2,0.0024,39,0.0453,740,0.0120,197,0.0319,522,0.0013,21
Steuben,14,1994,100634,0.0656,61,0.0044,16,0.0000,0,0.0004,0,0.0003,1,0.0037,15,0.0613,45,0.0122,8,0.0479,35,0.0011,2
Suffolk,29,1994,1354011,0.0764,326,0.0047,20,0.0001,0,0.0001,2,0.0020,10,0.0025,8,0.0717,306,0.0148,51,0.0483,220,0.0087,35
Sullivan,9,1994,72152,0.0863,3115,0.0106,381,0.0001,5,0.0007,25,0.0012,42,0.0086,309,0.0758,2734,0.0321,1158,0.0407,1468,0.0030,108
Tioga,6,1994,53259,0.0383,1020,0.0051,137,0.0002,5,0.0003,9,0.0003,7,0.0044,116,0.0332,883,0.0069,183,0.0254,676,0.0009,24
Tompkins,12,1994,96409,0.0927,72,0.0028,1,0.0000,0,0.0003,0,0.0010,1,0.0014,0,0.0899,71,0.0170,6,0.0709,65,0.0020,0
Ulster,21,1994,172252,0.0584,8,0.0069,0,0.0001,0,0.0004,0,0.0007,0,0.0057,0,0.0515,8,0.0106,0,0.0385,8,0.0024,0
Warren,5,1994,61923,0.0759,7,0.0090,0,0.0000,0,0.0007,0,0.0003,0,0.0079,0,0.0669,7,0.0115,1,0.0533,6,0.0021,0
Washington,11,1994,60860,0.0425,43,0.0065,2,0.0001,0,0.0001,0,0.0001,0,0.0061,2,0.0360,41,0.0089,9,0.0257,31,0.0014,1
Wayne,11,1994,92203,0.0586,39,0.0044,14,0.0000,0,0.0004,0,0.0007,4,0.0033,10,0.0542,25,0.0119,3,0.0405,22,0.0018,0
Westchester,46,1994,893531,0.0698,87,0.0081,10,0.0001,0,0.0003,1,0.0041,0,0.0037,9,0.0616,77,0.0113,21,0.0397,48,0.0106,8
Wyoming,9,1994,43521,0.0483,69,0.0079,9,0.0000,0,0.0002,0,0.0001,0,0.0075,9,0.0405,60,0.0125,12,0.0266,48,0.0014,0
Yates,5,1994,23922,0.0508,608,0.0043,52,0.0000,0,0.0004,5,0.0001,1,0.0038,46,0.0465,556,0.0095,114,0.0360,430,0.0010,12
Albany,19,1995,299725,0.1096,8329,0.0106,1227,0.0001,7,0.0005,61,0.0043,548,0.0058,611,0.0990,7102,0.0212,2038,0.0719,4460,0.0059,604
Allegany,10,1995,51251,0.0487,198,0.0062,28,0.0001,0,0.0007,5,0.0000,1,0.0054,22,0.0424,170,0.0137,41,0.0278,122,0.0009,7
Bronx,1,1995,1262064,0.0582,73397,0.0195,24660,0.0002,302,0.0004,556,0.0092,11585,0.0097,12217,0.0386,48737,0.0111,13996,0.0187,23648,0.0088,11093
Broome,13,1995,207478,0.0676,2846,0.0040,169,0.0000,2,0.0004,15,0.0011,79,0.0024,73,0.0635,2677,0.0115,352,0.0511,2316,0.0009,9
Cattaraugus,12,1995,85040,0.0630,84,0.0066,14,0.0000,0,0.0004,0,0.0006,1,0.0055,13,0.0564,70,0.0148,15,0.0394,55,0.0021,0
Cayuga,8,1995,82964,0.0592,1343,0.0056,71,0.0000,0,0.0004,8,0.0007,26,0.0045,37,0.0536,1272,0.0111,174,0.0415,1082,0.0010,16
