county,agencies,year,population,crimesperperson,index_total,violentperperson,violent_total,murderperperson,murder,rapeperperson,rape,robberyperperson,robbery,aggravated_assaultperperson,aggravated_assault,propertyperperson,property_total,burglaryperperson,burglary,larcenyperperson,larceny,vehicletheftperperson,motor_vehicle_theft
Otsego,14,2010,62272,0.0735,29,0.0081,1,0.0000,0,0.0008,0,0.0006,0,0.0066,1,0.0655,28,0.0173,4,0.0464,24,0.0017,0
Putnam,18,2010,99648,0.0375,7,0.0028,0,0.0001,0,0.0002,0,0.0004,0,0.0020,0,0.0347,7,0.0076,1,0.0262,5,0.0010,1
Queens,2,2010,2230545,0.0348,38808,0.0087,9725,0.0001,100,0.0002,196,0.0036,4066,0.0048,5363,0.0261,29083,0.0042,4704,0.0187,20895,0.0031,3484
Rensselaer,24,2010,159443,0.1217,4853,0.0137,546,0.0001,2,0.0010,38,0.0041,162,0.0086,344,0.1081,4307,0.0242,963,0.0781,3113,0.0058,231
Richmond,2,2010,468730,0.0291,6819,0.0058,1351,0.0001,17,0.0002,44,0.0018,424,0.0037,866,0.0233,5468,0.0026,611,0.0192,4509,0.0015,348
Rockland,28,2010,311690,0.0612,1792,0.0059,92,0.0000,0,0.0003,4,0.0019,36,0.0037,52,0.0553,1700,0.0074,156,0.0463,1512,0.0016,32
Saratoga,22,2010,219591,0.0589,152,0.0028,8,0.0000,0,0.0004,0,0.0005,2,0.0019,6,0.0562,144,0.0100,39,0.0448,103,0.0014,2
Schenectady,18,2010,154751,0.1556,6021,0.0193,748,0.0002,8,0.0015,57,0.0072,279,0.0104,404,0.1363,5273,0.0295,1140,0.1011,3913,0.0057,220
Schoharie,16,2010,32739,0.0571,166,0.0021,4,0.0000,0,0.0002,1,0.0004,2,0.0015,1,0.0550,162,0.0120,19,0.0419,140,0.0011,3
Schuyler,10,2010,18350,0.0432,198,0.0024,11,0.0000,0,0.0002,1,0.0004,2,0.0017,8,0.0408,187,0.0070,32,0.0323,148,0.0015,7
Seneca,16,2010,35244,0.0749,660,0.0059,52,0.0000,0,0.0016,14,0.0005,4,0.0039,34,0.0690,608,0.0137,121,0.0543,478,0.0010,9
Steuben,28,2010,98986,0.0742,61,0.0066,4,0.0001,0,0.0007,1,0.0005,0,0.0053,3,0.0676,57,0.0150,16,0.0509,41,0.0018,0
Suffolk,52,2010,1493200,0.0874,163,0.0064,10,0.0001,0,0.0002,0,0.0023,4,0.0037,6,0.0811,153,0.0129,16,0.0639,130,0.0043,7
Sullivan,18,2010,77520,0.0881,1708,0.0113,219,0.0002,3,0.0012,24,0.0018,34,0.0082,158,0.0768,1489,0.0224,434,0.0518,1004,0.0026,51
Tioga,12,2010,51048,0.0470,600,0.0028,36,0.0000,0,0.0003,4,0.0005,6,0.0020,26,0.0442,564,0.0106,135,0.0328,418,0.0009,11
Tompkins,24,2010,101594,0.0986,50,0.0047,1,0.0001,0,0.0006,0,0.0011,1,0.0029,0,0.0939,49,0.0123,3,0.0798,46,0.0017,0
Ulster,40,2010,182512,0.0841,5,0.0089,0,0.0000,0,0.0007,0,0.0014,0,0.0068,0,0.0752,5,0.0155,0,0.0573,5,0.0024,0
Warren,10,2010,65698,0.0790,26,0.0060,3,0.0000,0,0.0010,0,0.0005,0,0.0044,3,0.0729,23,0.0117,10,0.0603,13,0.0009,0
Washington,20,2010,63238,0.0559,37,0.0059,2,0.0000,0,0.0011,1,0.0004,0,0.0044,1,0.0500,35,0.0142,8,0.0340,25,0.0018,2
Wayne,24,2010,93751,0.0839,36,0.0072,4,0.0000,0,0.0009,0,0.0006,1,0.0057,3,0.0767,32,0.0206,8,0.0541,24,0.0020,0
Westchester,96,2010,949201,0.0649,25,0.0104,1,0.0001,0,0.0003,0,0.0046,0,0.0053,1,0.0545,24,0.0084,6,0.0433,17,0.0028,1
Wyoming,16,2010,42162,0.0452,46,0.0031,1,0.0000,0,0.0004,0,0.0000,0,0.0028,1,0.0420,45,0.0089,4,0.0322,40,0.0009,1
Yates,10,2010,25363,0.0748,474,0.0028,18,0.0000,0,0.0008,5,0.0003,2,0.0017,11,0.0719,456,0.0202,128,0.0506,321,0.0011,7
Albany,15,2011,304836,0.0704,5539,0.0076,933,0.0000,4,0.0003,29,0.0026,320,0.0047,580,0.0627,4606,0.0103,890,0.0508,3547,0.0017,169
Allegany,15,2011,48803,0.0367,47,0.0026,4,0.0000,0,0.0005,0,0.0002,2,0.0019,2,0.0341,43,0.0078,7,0.0254,34,0.0008,2
Bronx,1,2011,1400899,0.0251,35130,0.0088,12267,0.0001,148,0.0001,204,0.0033,4580,0.0052,7335,0.0163,22863,0.0024,3395,0.0124,17358,0.0015,2110
Broome,12,2011,199449,0.0666,2570,0.0052,272,0.0000,0,0.0006,17,0.0013,80,0.0034,175,0.0614,2298,0.0107,413,0.0495,1823,0.0012,62
Cattaraugus,11,2011,79829,0.0482,33,0.0041,7,0.0000,0,0.0004,0,0.0004,0,0.0032,7,0.0442,26,0.0090,5,0.0343,21,0.0009,0
Cayuga,8,2011,79689,0.0431,1047,0.0046,130,0.0001,2,0.0008,21,0.0004,17,0.0033,90,0.0385,917,0.0077,177,0.0300,722,0.0009,18
Chautauqua,13,2011,134220,0.0549,7,0.0045,1,0.0000,0,0.0005,0,0.0010,0,0.0030,1,0.0504,6,0.0128,3,0.0363,3,0.0013,0
Chemung,8,2011,88983,0.0512,0,0.0040,0,0.0000,0,0.0003,0,0.0006,0,0.0030,0,0.0472,0,0.0091,0,0.0372,0,0.0009,0
Chenango,11,2011,50184,0.0427,15,0.0023,0,0.0000,0,0.0007,0,0.0001,0,0.0015,0,0.0405,15,0.0091,3,0.0306,11,0.0007,1
Clinton,7,2011,81731,0.0414,1,0.0018,0,0.0000,0,0.0004,0,0.0001,0,0.0012,0,0.0395,1,0.0075,0,0.0314,1,0.0006,0
Columbia,11,2011,62538,0.0395,89,0.0031,13,0.0000,0,0.0002,0,0.0004,0,0.0025,13,0.0364,76,0.0081,14,0.0278,61,0.0005,1
Cortland,8,2011,49373,0.0447,430,0.0030,48,0.0000,0,0.0008,10,0.0003,5,0.0019,33,0.0417,382,0.0087,96,0.0324,277,0.0007,9
Delaware,11,2011,47581,0.0342,0,0.0032,0,0.0000,0,0.0007,0,0.0003,0,0.0021,0,0.0310,0,0.0088,0,0.0213,0,0.0009,0
Dutchess,18,2011,298361,0.0381,381,0.0042,67,0.0000,0,0.0003,0,0.0010,17,0.0029,50,0.0339,314,0.0064,64,0.0264,239,0.0010,11
Erie,26,2011,920312,0.0683,26,0.0091,3,0.0001,0,0.0004,0,0.0037,1,0.0049,2,0.0591,23,0.0141,4,0.0417,19,0.0033,0
Essex,6,2011,39269,0.0314,617,0.0024,47,0.0000,0,0.0008,16,0.0000,0,0.0016,31,0.0290,570,0.0093,183,0.0188,370,0.0009,17
Franklin,7,2011,51554,0.0377,0,0.0024,0,0.0000,0,0.0004,0,0.0001,0,0.0019,0,0.0354,0,0.0086,0,0.0257,0,0.0011,0
Fulton,7,2011,55122,0.0582,1605,0.0022,61,0.0000,0,0.0005,13,0.0003,8,0.0015,40,0.0560,1544,0.0118,326,0.0427,1178,0.0015,40
Genesee,6,2011,59903,0.0480,556,0.0037,49,0.0000,0,0.0006,10,0.0004,7,0.0027,32,0.0443,507,0.0087,95,0.0343,399,0.0013,13
Greene,11,2011,48857,0.0340,1,0.0043,1,0.0000,0,0.0003,0,0.0003,0,0.0037,1,0.0297,0,0.0084,0,0.0201,0,0.0012,0
Hamilton,5,2011,4828,0.0240,58,0.0004,1,0.0000,0,0.0004,1,0.0000,0,0.0000,0,0.0236,57,0.0104,25,0.0120,29,0.0012,3
Herkimer,12,2011,64383,0.0423,1362,0.0044,141,0.0000,1,0.0003,11,0.0004,14,0.0036,115,0.0379,1221,0.0096,309,0.0276,890,0.0007,22
Jefferson,16,2011,117806,0.0421,30,0.0031,0,0.0000,0,0.0003,0,0.0004,0,0.0023,0,0.0390,30,0.0063,8,0.0313,22,0.0014,0
Kings,1,2011,2546662,0.0232,59014,0.0071,18182,0.0001,198,0.0001,347,0.0028,7090,0.0041,10547,0.0160,40832,0.0024,6144,0.0125,31752,0.0012,2936
Lewis,5,2011,27008,0.0310,419,0.0024,33,0.0001,1,0.0003,4,0.0002,3,0.0019,25,0.0286,386,0.0091,123,0.0173,233,0.0022,30
Livingston,11,2011,64863,0.0331,31,0.0014,1,0.0000,0,0.0003,0,0.0000,0,0.0010,1,0.0318,30,0.0047,5,0.0265,23,0.0006,2
Madison,10,2011,72890,0.0352,47,0.0015,1,0.0000,0,0.0004,0,0.0001,0,0.0010,1,0.0337,46,0.0070,11,0.0260,34,0.0007,1
Monroe,15,2011,747461,0.0687,989,0.0071,41,0.0001,0,0.0004,8,0.0026,16,0.0040,17,0.0616,948,0.0135,150,0.0453,770,0.0028,28
Montgomery,8,2011,49906,0.0434,563,0.0024,28,0.0000,0,0.0002,0,0.0007,13,0.0015,15,0.0411,535,0.0082,151,0.0320,374,0.0009,10
Nassau,25,2011,1347483,0.0288,2,0.0033,0,0.0000,0,0.0001,0,0.0016,0,0.0016,0,0.0255,2,0.0041,1,0.0198,1,0.0016,0
"New York",1,2011,1611550,0.0316,50858,0.0056,9021,0.0000,71,0.0002,288,0.0023,3648,0.0031,5014,0.0260,41837,0.0019,3082,0.0235,37856,0.0006,899
Niagara,11,2011,215747,0.0671,7234,0.0075,811,0.0000,5,0.0006,64,0.0021,231,0.0047,511,0.0595,6423,0.0149,1606,0.0419,4523,0.0027,294
Oneida,18,2011,234341,0.0507,16,0.0047,1,0.0001,0,0.0003,0,0.0011,1,0.0032,0,0.0460,15,0.0105,3,0.0342,12,0.0013,0
Onondaga,22,2011,467905,0.0550,0,0.0071,0,0.0001,0,0.0005,0,0.0020,0,0.0046,0,0.0479,0,0.0112,0,0.0345,0,0.0021,0
Ontario,10,2011,108598,0.0387,344,0.0028,32,0.0000,0,0.0004,4,0.0007,3,0.0016,25,0.0360,312,0.0076,51,0.0277,249,0.0008,12
Orange,36,2011,374341,0.0481,111,0.0054,7,0.0000,0,0.0003,0,0.0021,0,0.0030,7,0.0427,104,0.0075,25,0.0339,74,0.0013,5
Orleans,7,2011,42639,0.0470,290,0.0038,31,0.0001,1,0.0004,2,0.0006,6,0.0027,22,0.0432,259,0.0106,50,0.0313,200,0.0013,9
Oswego,10,2011,121975,0.0527,38,0.0030,0,0.0000,0,0.0005,0,0.0004,0,0.0021,0,0.0498,38,0.0107,5,0.0374,32,0.0017,1
Otsego,7,2011,61972,0.0370,31,0.0038,0,0.0000,0,0.0002,0,0.0004,0,0.0032,0,0.0331,31,0.0081,2,0.0242,29,0.0008,0
Putnam,9,2011,99859,0.0172,9,0.0013,0,0.0000,0,0.0001,0,0.0002,0,0.0011,0,0.0159,9,0.0036,1,0.0120,8,0.0004,0
Queens,1,2011,2262013,0.0176,39863,0.0046,10311,0.0000,82,0.0001,221,0.0018,4057,0.0026,5951,0.0131,29552,0.0021,4815,0.0095,21588,0.0014,3149
Rensselaer,12,2011,159645,0.0587,4687,0.0061,485,0.0000,1,0.0005,42,0.0016,128,0.0039,314,0.0526,4202,0.0144,1153,0.0363,2900,0.0019,149
Richmond,1,2011,471564,0.0144,6801,0.0030,1428,0.0000,16,0.0001,32,0.0008,398,0.0021,982,0.0114,5373,0.0015,723,0.0091,4310,0.0007,340
Rockland,14,2011,315904,0.0289,1617,0.0035,100,0.0000,0,0.0002,5,0.0011,31,0.0022,64,0.0254,1517,0.0033,111,0.0215,1376,0.0007,30
Saratoga,11,2011,221151,0.0278,170,0.0012,18,0.0000,0,0.0002,2,0.0002,1,0.0008,15,0.0266,152,0.0045,31,0.0216,116,0.0005,5
Schenectady,9,2011,154940,0.0714,5529,0.0089,687,0.0001,4,0.0006,43,0.0028,219,0.0054,421,0.0625,4842,0.0148,1145,0.0449,3481,0.0028,216
Schoharie,8,2011,32634,0.0265,111,0.0009,2,0.0000,0,0.0002,1,0.0001,0,0.0007,1,0.0256,109,0.0075,16,0.0173,92,0.0008,1
Schuyler,5,2011,18399,0.0187,172,0.0020,18,0.0000,0,0.0005,5,0.0000,0,0.0014,13,0.0167,154,0.0035,32,0.0125,115,0.0008,7
Seneca,8,2011,35318,0.0386,681,0.0036,63,0.0001,1,0.0004,7,0.0002,4,0.0029,51,0.0350,618,0.0063,112,0.0276,488,0.0010,18
Steuben,14,2011,99156,0.0340,46,0.0028,1,0.0000,0,0.0005,0,0.0003,0,0.0019,1,0.0312,45,0.0063,13,0.0241,31,0.0008,1
Suffolk,26,2011,1500074,0.0419,177,0.0030,8,0.0000,0,0.0001,0,0.0011,6,0.0017,2,0.0389,169,0.0068,19,0.0304,145,0.0017,5
Sullivan,9,2011,77109,0.0503,1940,0.0052,201,0.0001,2,0.0005,20,0.0007,26,0.0040,153,0.0451,1739,0.0142,549,0.0297,1146,0.0011,44
Tioga,6,2011,50872,0.0232,591,0.0013,34,0.0000,0,0.0002,5,0.0001,3,0.0010,26,0.0219,557,0.0059,149,0.0153,390,0.0007,18
Tompkins,12,2011,101987,0.0468,37,0.0018,1,0.0000,0,0.0002,0,0.0004,0,0.0011,1,0.0451,36,0.0064,2,0.0379,34,0.0008,0
Ulster,20,2011,182516,0.0413,6,0.0037,0,0.0000,0,0.0005,0,0.0007,0,0.0025,0,0.0377,6,0.0082,0,0.0285,6,0.0010,0
Warren,5,2011,65735,0.0455,15,0.0033,0,0.0001,0,0.0006,0,0.0004,0,0.0022,0,0.0422,15,0.0069,1,0.0345,14,0.0008,0
Washington,10,2011,63068,0.0275,40,0.0030,1,0.0001,0,0.0005,0,0.0002,0,0.0023,1,0.0244,39,0.0059,7,0.0180,32,0.0005,0
Wayne,12,2011,93263,0.0366,42,0.0030,2,0.0000,0,0.0006,0,0.0005,1,0.0019,1,0.0336,40,0.0089,9,0.0238,31,0.0009,0
Westchester,48,2011,957693,0.0340,40,0.0053,1,0.0000,0,0.0001,0,0.0022,0,0.0030,1,0.0287,39,0.0044,6,0.0226,33,0.0016,0
Wyoming,8,2011,41854,0.0252,46,0.0018,0,0.0000,0,0.0002,0,0.0001,0,0.0014,0,0.0235,46,0.0046,1,0.0182,45,0.0007,0
Yates,5,2011,25451,0.0322,410,0.0010,13,0.0000,0,0.0000,0,0.0000,0,0.0010,13,0.0312,397,0.0086,109,0.0224,285,0.0002,3
Albany,15,2012,306206,0.0652,5126,0.0066,799,0.0000,5,0.0004,41,0.0020,245,0.0041,508,0.0585,4327,0.0098,888,0.0470,3288,0.0017,151
Allegany,15,2012,48226,0.0355,49,0.0027,4,0.0001,0,0.0004,1,0.0001,0,0.0022,3,0.0328,45,0.0088,9,0.0233,35,0.0008,1
Bronx,1,2012,1417864,0.0254,35962,0.0090,12801,0.0001,114,0.0002,220,0.0033,4731,0.0055,7736,0.0163,23161,0.0022,3058,0.0130,18454,0.0012,1649
Broome,12,2012,198783,0.0694,2646,0.0061,312,0.0001,3,0.0006,15,0.0013,78,0.0041,216,0.0633,2334,0.0126,553,0.0493,1729,0.0014,52
Cattaraugus,11,2012,79375,0.0525,37,0.0038,5,0.0000,0,0.0005,0,0.0004,1,0.0028,4,0.0488,32,0.0109,5,0.0370,27,0.0009,0
Cayuga,8,2012,79516,0.0455,1073,0.0035,89,0.0000,0,0.0003,3,0.0005,18,0.0027,68,0.0419,984,0.0077,155,0.0331,797,0.0012,32
Chautauqua,13,2012,133333,0.0577,7,0.0046,0,0.0000,0,0.0005,0,0.0009,0,0.0032,0,0.0531,7,0.0123,3,0.0395,4,0.0013,0
Chemung,8,2012,89197,0.0546,0,0.0050,0,0.0001,0,0.0000,0,0.0010,0,0.0038,0,0.0496,0,0.0089,0,0.0396,0,0.0010,0
Chenango,11,2012,49888,0.0410,3,0.0023,0,0.0000,0,0.0007,0,0.0004,0,0.0012,0,0.0387,3,0.0073,1,0.0303,2,0.0010,0
Clinton,7,2012,81744,0.0412,1,0.0022,0,0.0000,0,0.0004,0,0.0002,0,0.0017,0,0.0390,1,0.0067,0,0.0314,1,0.0009,0
Columbia,11,2012,62473,0.0456,101,0.0032,11,0.0000,0,0.0005,1,0.0005,0,0.0022,10,0.0424,90,0.0084,17,0.0336,72,0.0004,1
Cortland,8,2012,49024,0.0451,415,0.0026,35,0.0000,0,0.0004,7,0.0008,13,0.0013,15,0.0425,380,0.0102,120,0.0315,251,0.0008,9
Delaware,11,2012,47219,0.0323,0,0.0027,0,0.0000,0,0.0005,0,0.0003,0,0.0019,0,0.0296,0,0.0073,0,0.0215,0,0.0008,0
Dutchess,18,2012,297423,0.0397,408,0.0046,66,0.0000,0,0.0002,1,0.0011,17,0.0032,48,0.0351,342,0.0060,80,0.0280,247,0.0010,15
Erie,26,2012,920935,0.0683,28,0.0092,3,0.0001,0,0.0005,0,0.0035,1,0.0051,2,0.0592,25,0.0131,4,0.0429,20,0.0032,1
Essex,6,2012,38884,0.0266,517,0.0022,43,0.0001,1,0.0004,7,0.0002,3,0.0016,32,0.0244,474,0.0067,130,0.0170,331,0.0007,13
Franklin,7,2012,51811,0.0402,1042,0.0022,57,0.0000,1,0.0006,15,0.0002,6,0.0014,35,0.0380,985,0.0082,213,0.0288,746,0.0010,26
Fulton,7,2012,54869,0.0568,1559,0.0019,52,0.0000,0,0.0002,5,0.0004,12,0.0013,35,0.0549,1507,0.0110,301,0.0424,1162,0.0016,44
Genesee,6,2012,59716,0.0487,610,0.0031,46,0.0000,0,0.0004,5,0.0003,3,0.0024,38,0.0456,564,0.0089,104,0.0355,456,0.0011,4
Greene,11,2012,48601,0.0297,0,0.0036,0,0.0000,0,0.0003,0,0.0002,0,0.0031,0,0.0260,0,0.0080,0,0.0172,0,0.0008,0
Hamilton,5,2012,4804,0.0337,81,0.0004,1,0.0000,0,0.0000,0,0.0000,0,0.0004,1,0.0333,80,0.0133,32,0.0183,44,0.0017,4
Herkimer,12,2012,64232,0.0408,1309,0.0039,124,0.0001,2,0.0003,9,0.0001,3,0.0034,110,0.0369,1185,0.0084,271,0.0275,884,0.0009,30
Jefferson,16,2012,121449,0.0480,9,0.0035,1,0.0000,0,0.0002,0,0.0004,1,0.0028,0,0.0445,8,0.0076,2,0.0344,6,0.0025,0
Kings,1,2012,2579267,0.0235,60690,0.0072,18673,0.0001,149,0.0001,358,0.0028,7295,0.0042,10871,0.0163,42017,0.0026,6585,0.0127,32752,0.0010,2680
Lewis,5,2012,27184,0.0309,420,0.0014,19,0.0000,0,0.0000,0,0.0001,2,0.0013,17,0.0295,401,0.0093,126,0.0194,264,0.0008,11
Livingston,11,2012,64835,0.0369,51,0.0017,3,0.0000,0,0.0004,1,0.0000,0,0.0012,2,0.0352,48,0.0053,4,0.0294,44,0.0005,0
Madison,10,2012,72429,0.0369,70,0.0016,2,0.0000,0,0.0003,1,0.0001,0,0.0012,1,0.0353,68,0.0075,12,0.0269,52,0.0009,4
Monroe,15,2012,748524,0.0679,962,0.0071,28,0.0001,1,0.0005,6,0.0027,10,0.0039,11,0.0608,934,0.0133,173,0.0449,735,0.0026,26
Montgomery,8,2012,49828,0.0476,450,0.0023,18,0.0002,2,0.0004,2,0.0005,7,0.0013,7,0.0453,432,0.0092,124,0.0352,296,0.0009,12
Nassau,25,2012,1352131,0.0290,4,0.0036,1,0.0000,0,0.0001,0,0.0016,0,0.0019,1,0.0253,3,0.0041,0,0.0198,3,0.0015,0
"New York",1,2012,1630367,0.0317,51756,0.0056,9102,0.0000,63,0.0002,295,0.0022,3581,0.0032,5163,0.0262,42654,0.0019,3085,0.0238,38735,0.0005,834
Niagara,11,2012,214782,0.0648,6954,0.0076,819,0.0000,4,0.0004,48,0.0019,207,0.0052,560,0.0571,6135,0.0134,1437,0.0416,4472,0.0021,226
Oneida,18,2012,233975,0.0546,9,0.0051,0,0.0000,0,0.0004,0,0.0014,0,0.0033,0,0.0495,9,0.0104,0,0.0375,9,0.0017,0
Onondaga,22,2012,467646,0.0584,0,0.0075,0,0.0001,0,0.0005,0,0.0023,0,0.0047,0,0.0509,0,0.0127,0,0.0357,0,0.0025,0
Ontario,10,2012,108631,0.0400,338,0.0028,36,0.0000,0,0.0007,5,0.0004,2,0.0017,29,0.0373,302,0.0080,49,0.0286,244,0.0008,9
Orange,36,2012,374183,0.0508,126,0.0058,5,0.0000,0,0.0004,1,0.0020,1,0.0034,3,0.0450,121,0.0072,32,0.0365,83,0.0013,6
Orleans,7,2012,42392,0.0434,295,0.0029,14,0.0000,0,0.0002,1,0.0004,3,0.0022,10,0.0405,281,0.0091,56,0.0301,215,0.0013,10
Oswego,10,2012,121473,0.0548,73,0.0034,2,0.0000,0,0.0006,0,0.0004,1,0.0024,1,0.0514,71,0.0130,10,0.0367,60,0.0017,1
Otsego,7,2012,61761,0.0318,35,0.0025,3,0.0000,0,0.0005,0,0.0004,1,0.0017,2,0.0293,32,0.0060,4,0.0225,28,0.0008,0
Putnam,9,2012,99723,0.0175,11,0.0008,0,0.0000,0,0.0001,0,0.0002,0,0.0005,0,0.0167,11,0.0038,2,0.0123,9,0.0007,0
Queens,1,2012,2284413,0.0176,40199,0.0047,10753,0.0000,83,0.0001,254,0.0018,4149,0.0027,6267,0.0129,29446,0.0023,5181,0.0094,21550,0.0012,2715
Rensselaer,12,2012,159564,0.0582,4647,0.0056,447,0.0001,9,0.0004,30,0.0016,130,0.0035,278,0.0526,4200,0.0123,980,0.0386,3083,0.0017,137
Richmond,1,2012,471593,0.0152,7146,0.0035,1664,0.0000,10,0.0001,35,0.0009,445,0.0025,1174,0.0116,5482,0.0015,726,0.0094,4444,0.0007,312
Rockland,14,2012,318065,0.0272,1591,0.0032,76,0.0000,0,0.0002,4,0.0009,27,0.0020,45,0.0240,1515,0.0034,107,0.0198,1381,0.0008,27
Saratoga,11,2012,222586,0.0291,106,0.0014,20,0.0000,0,0.0002,1,0.0002,2,0.0010,17,0.0277,86,0.0049,13,0.0224,71,0.0005,2
Schenectady,9,2012,155168,0.0721,5591,0.0089,691,0.0001,7,0.0005,37,0.0029,226,0.0054,421,0.0632,4900,0.0137,1060,0.0470,3646,0.0025,194
Schoharie,8,2012,32062,0.0308,172,0.0012,5,0.0000,0,0.0004,1,0.0001,1,0.0007,3,0.0296,167,0.0081,22,0.0208,142,0.0007,3
Schuyler,5,2012,18483,0.0200,185,0.0023,21,0.0001,1,0.0004,4,0.0001,1,0.0016,15,0.0177,164,0.0043,40,0.0124,115,0.0010,9
Seneca,8,2012,35347,0.0483,853,0.0033,59,0.0000,0,0.0003,5,0.0002,3,0.0029,51,0.0449,794,0.0067,119,0.0376,665,0.0006,10
Steuben,14,2012,98948,0.0371,43,0.0032,0,0.0000,0,0.0008,0,0.0003,0,0.0020,0,0.0340,43,0.0070,8,0.0259,34,0.0011,1
Suffolk,26,2012,1499272,0.0385,210,0.0028,10,0.0000,0,0.0001,0,0.0010,7,0.0017,3,0.0357,200,0.0058,22,0.0283,170,0.0016,8
Sullivan,9,2012,77015,0.0501,1931,0.0047,181,0.0000,1,0.0009,34,0.0008,29,0.0030,117,0.0454,1750,0.0148,569,0.0296,1140,0.0011,41
Tioga,6,2012,50281,0.0265,667,0.0014,35,0.0000,0,0.0000,0,0.0003,7,0.0011,28,0.0251,632,0.0060,151,0.0185,466,0.0006,15
Tompkins,12,2012,103067,0.0533,0,0.0023,0,0.0000,0,0.0003,0,0.0007,0,0.0012,0,0.0510,0,0.0079,0,0.0421,0,0.0010,0
Ulster,20,2012,181689,0.0434,6,0.0031,0,0.0000,0,0.0003,0,0.0004,0,0.0023,0,0.0403,6,0.0081,0,0.0314,6,0.0009,0
Warren,5,2012,65425,0.0437,10,0.0038,2,0.0001,0,0.0006,0,0.0003,0,0.0029,2,0.0399,8,0.0053,2,0.0338,6,0.0008,0
Washington,10,2012,62980,0.0308,40,0.0024,1,0.0002,0,0.0003,0,0.0002,0,0.0017,1,0.0283,39,0.0075,15,0.0198,23,0.0010,1
Wayne,12,2012,93062,0.0396,56,0.0028,7,0.0000,0,0.0005,0,0.0004,1,0.0020,6,0.0368,49,0.0098,9,0.0261,40,0.0009,0
Westchester,48,2012,962190,0.0313,45,0.0051,2,0.0000,0,0.0001,0,0.0019,1,0.0030,1,0.0262,43,0.0039,8,0.0209,34,0.0013,1
Wyoming,8,2012,41714,0.0265,33,0.0024,1,0.0000,0,0.0002,0,0.0003,0,0.0019,1,0.0240,32,0.0036,6,0.0196,25,0.0008,1
Yates,5,2012,25338,0.0338,428,0.0016,20,0.0000,0,0.0005,6,0.0000,0,0.0011,14,0.0322,408,0.0088,111,0.0231,293,0.0003,4
Albany,15,2013,307414,0.0615,4881,0.0065,796,0.0001,8,0.0003,32,0.0019,228,0.0043,528,0.0550,4085,0.0078,702,0.0455,3243,0.0016,140
Allegany,15,2013,47932,0.0332,51,0.0023,5,0.0000,0,0.0004,0,0.0002,3,0.0017,2,0.0310,46,0.0081,10,0.0223,36,0.0006,0
Bronx,1,2013,1432881,0.0253,36280,0.0091,13020,0.0001,83,0.0001,189,0.0031,4456,0.0058,8292,0.0162,23260,0.0020,2795,0.0133,19016,0.0010,1449
Broome,12,2013,198212,0.0677,2638,0.0052,286,0.0001,4,0.0005,19,0.0015,101,0.0030,162,0.0625,2352,0.0117,525,0.0495,1771,0.0013,56
Cattaraugus,11,2013,79033,0.0447,13,0.0029,3,0.0000,0,0.0003,0,0.0003,0,0.0023,3,0.0418,10,0.0078,0,0.0324,10,0.0016,0
Cayuga,8,2013,79115,0.0383,958,0.0032,97,0.0001,1,0.0007,21,0.0006,22,0.0019,53,0.0351,861,0.0068,131,0.0280,723,0.0003,7
Chautauqua,13,2013,132896,0.0547,8,0.0041,0,0.0000,0,0.0005,0,0.0010,0,0.0027,0,0.0506,8,0.0117,3,0.0382,5,0.0007,0
Chemung,8,2013,88374,0.0498,2,0.0034,0,0.0000,0,0.0002,0,0.0008,0,0.0024,0,0.0464,2,0.0079,0,0.0378,2,0.0006,0
Chenango,11,2013,49492,0.0374,6,0.0019,0,0.0001,0,0.0005,0,0.0002,0,0.0012,0,0.0355,6,0.0066,4,0.0284,2,0.0005,0
Clinton,7,2013,81585,0.0408,3,0.0027,0,0.0001,0,0.0005,0,0.0002,0,0.0019,0,0.0381,3,0.0064,1,0.0307,2,0.0010,0
Columbia,11,2013,62225,0.0362,35,0.0024,3,0.0000,0,0.0003,0,0.0005,0,0.0016,3,0.0338,32,0.0067,5,0.0267,27,0.0004,0
Cortland,8,2013,48912,0.0435,416,0.0021,18,0.0000,0,0.0005,3,0.0004,3,0.0012,12,0.0414,398,0.0086,88,0.0323,306,0.0005,4
Delaware,11,2013,46818,0.0344,0,0.0024,0,0.0001,0,0.0003,0,0.0002,0,0.0018,0,0.0320,0,0.0073,0,0.0240,0,0.0007,0
Dutchess,18,2013,296922,0.0345,320,0.0039,51,0.0001,0,0.0002,0,0.0010,7,0.0027,44,0.0306,269,0.0052,72,0.0244,188,0.0009,9
Erie,26,2013,922758,0.0635,19,0.0089,3,0.0001,0,0.0005,0,0.0033,0,0.0050,3,0.0546,16,0.0113,1,0.0406,15,0.0027,0
Essex,6,2013,38621,0.0233,449,0.0022,43,0.0000,0,0.0004,8,0.0001,2,0.0017,33,0.0210,406,0.0063,121,0.0138,266,0.0010,19
Franklin,7,2013,51246,0.0342,876,0.0024,61,0.0000,1,0.0004,10,0.0001,3,0.0018,47,0.0318,815,0.0070,179,0.0237,608,0.0011,28
Fulton,7,2013,54376,0.0562,1527,0.0023,62,0.0000,1,0.0005,13,0.0004,11,0.0014,37,0.0539,1465,0.0096,262,0.0428,1164,0.0014,39
Genesee,6,2013,59169,0.0496,618,0.0037,57,0.0000,0,0.0007,7,0.0007,13,0.0022,37,0.0459,561,0.0099,104,0.0353,454,0.0007,3
